epoch,train_loss,validation_loss
1,0.76130025671876,0.4102901230082862
2,0.6919123167576997,0.4099408413121527
3,0.6731316214022429,0.4100529320352613
4,0.6745991784593334,0.41038811586251356
5,0.6627313442852186,0.41066397446218866
6,0.6583082196505173,0.41076928370118415
7,0.6469684968823972,0.4111509021635781
8,0.6402402779330378,0.41114711624278816
9,0.6272348356635674,0.4120511641811522
10,0.6265647204025931,0.41281600051061296
11,0.6120976031474445,0.414190924356177
12,0.5842224464792273,0.41498213237486026
13,0.586549365002176,0.4160131796812651
14,0.5903356055850568,0.4197893257965502
15,0.5944627625462802,0.4216098126193114
16,0.5629562435104795,0.4196083639949703
17,0.5757539494206076,0.4143911891501091
