epoch,train_loss,validation_loss
1,0.6596201035906287,0.18657526903362037
2,0.6338017994866652,0.18580583574218043
3,0.6140368598348954,0.1853732463989464
4,0.5923389323494014,0.18598026056040506
5,0.5805901190375581,0.18648628164832812
6,0.571498974938603,0.18647382556168202
7,0.5579363640178653,0.18549764811833935
8,0.5477234239087385,0.1863732459189916
9,0.5291306562995648,0.23901805615775193
10,0.5344237918582033,0.2517513603656355
11,0.4972784075995578,0.24552062043881895
12,0.521366591565311,0.1951868441139353
13,0.47401754426605563,0.20296160976201386
14,0.49181868181125643,0.3390844908435342
15,0.44382585420766296,0.2938726853068147
16,0.4570606157786268,0.32558349305500844
17,0.4800628190860152,0.19989473318400605
18,0.404237731715993,0.32517636012950807
