epoch,train_loss,validation_loss
1,0.6950766864944907,0.26275366329845645
2,0.6670731867060942,0.2673928199866663
3,0.6652793323292452,0.27074537129308507
4,0.6666924217168022,0.2751834416732442
5,0.6624352230745203,0.2769785972547606
6,0.6594584479051477,0.27816326678766945
7,0.6556869605008293,0.2774486377694203
8,0.6505798469571507,0.27572276500006615
9,0.6491231550188625,0.27321173535393695
10,0.6435804086572984,0.2722698034698205
11,0.628589013043572,0.2716419047861943
12,0.6176473340567421,0.2693705218670298
13,0.6216113584883073,0.269455640273433
14,0.6023834663278916,0.26850118351272645
15,0.5746452598010793,0.2655612390768858
16,0.5409531891345978,0.26371581602351085
