feature,feature_pretty,group,raw_delta_log_loss,repeat_std_raw,importance_percent,baseline_test_log_loss
PREDILATION,Predilation,Procedural,-0.013775814100804595,0.006363433631787537,38.92038596356933,0.737530724930924
brand2,Brand: Sapien 3,Procedural,0.013756662977966872,0.009126636717706584,38.86627888234526,0.737530724930924
model7,Model Size:25mm,Procedural,-0.0016880207042907712,0.0020138837802109117,4.76911323314502,0.737530724930924
model4,Model Size:29mm,Procedural,0.0010428066536457337,0.0005565967594656971,2.9462097229447672,0.737530724930924
DM,Diabetes Mellitus,Patient,0.0007218028154327705,0.00014865046669843102,2.039287403318953,0.737530724930924
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.0006356067549136979,0.0010788748872434058,1.7957603116064174,0.737530724930924
PQADM,PQ Interval,Electrocardiographic,-0.0005070885215379128,0.00017622775137310638,1.432661680212322,0.737530724930924
model3,Model Size:26mm,Procedural,0.0005047607768114082,0.00020208140295032323,1.426085174278278,0.737530724930924
CT_Area_Deri,Area-Derived Diameter,Patient,0.0004757743890695831,0.0002735229881725826,1.3441908201336752,0.737530724930924
CT_AnnScTot,Total Annular Calcification,Radiomics,0.0003171851065690401,0.0005818267051592441,0.8961333739863611,0.737530724930924
CABGPRE,CABG,Patient,0.00023225752122564282,0.0001904915679145954,0.6561900663653661,0.737530724930924
BMI,BMI,Patient,-0.00018815648463563762,0.0001634526014879252,0.5315927574211169,0.737530724930924
model8,Model Size:27mm,Procedural,0.00018464589172850765,0.00029513691811077614,0.5216743867239915,0.737530724930924
AFPRE,AF,Patient,-0.00018416954749684856,0.0001462664495899228,0.52032858594503,0.737530724930924
model2,Model Size: 23mm,Procedural,0.00013575761582429458,9.647131753747741e-05,0.38355183706107854,0.737530724930924
CT_ValvScTot,Total Valvular Calcification,Radiomics,9.211303838443374e-05,5.381914177012023e-05,0.2602441481835797,0.737530724930924
QRSADM,QRS,Electrocardiographic,-8.712320116743832e-05,0.0002202293950494188,0.24614651381077693,0.737530724930924
NTPROBNPPRE,NT-proBNP,Patient,-7.610579749717239e-05,2.0736531659329266e-05,0.215019380414127,0.737530724930924
ECC_INDEX,Eccentricity Index,Patient,-6.809201050215208e-05,5.705202963787516e-05,0.19237827328291174,0.737530724930924
CT_AnnScRCC,RCC Annular Calcification,Radiomics,6.364032994916613e-05,0.00021915493577114189,0.17980107646239066,0.737530724930924
AGE,Age,Patient,6.229960919199585e-05,0.00013874371363821304,0.1760131791405628,0.737530724930924
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,5.970484487014538e-05,3.4789280997028944e-05,0.16868227091605204,0.737530724930924
nyha3,NYHA Class:3,Patient,-5.940360861194094e-05,0.00010794714819516224,0.167831197335228,0.737530724930924
CT_ValScRCC,RCC Valvular Calcification,Radiomics,5.861659570287614e-05,1.5682399169201673e-05,0.16560767385015682,0.737530724930924
brand8,Brand: Evolut R,Procedural,5.757212634696085e-05,0.0002703530746367648,0.1626567665453777,0.737530724930924
CT_ValScLCC,LCC Valvular Calcification,Radiomics,5.34135663426083e-05,5.9122979039912876e-05,0.1509077142398148,0.737530724930924
CT_AnnScLCC,LCC Annular Calcification,Radiomics,-4.8213440577260513e-05,0.00011201984560908738,0.1362159580673345,0.737530724930924
nyha2,NYHA Class:2,Patient,4.7703422656031336e-05,8.863293459554345e-05,0.13477502004383013,0.737530724930924
CT_ValScNCC,NCC Valvular Calcification,Radiomics,-3.807140658809161e-05,7.69228779016194e-05,0.10756197983957679,0.737530724930924
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,-3.429024383778678e-05,0.0003355299329013292,0.09687917644544998,0.737530724930924
LVEFPRE,LVEF,Patient,3.355162807372469e-05,8.02715119557002e-05,0.09479238793293703,0.737530724930924
CT_AnnMean,Mean Annulus Diameter,Patient,-3.264226421428873e-05,3.777257050344545e-05,0.09222319005239206,0.737530724930924
SEX,Sex,Patient,3.100233966377708e-05,3.2399264103024036e-05,0.0875899614105132,0.737530724930924
nyha4,NYHA Class:4,Patient,2.5596175153608235e-05,6.598988309850161e-05,0.07231609027820511,0.737530724930924
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,1.08724478338873e-05,6.275588835927898e-05,0.030717594108572634,0.737530724930924
CT_AnnScNCC,NCC Annular Calcification,Radiomics,2.6519037141126136e-06,0.0004068507762910376,0.0074923424006903255,0.737530724930924
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,1.6649407634128365e-06,9.250232205115985e-05,0.004703906182555311,0.737530724930924
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.737530724930924
