epoch,train_loss,validation_loss
1,0.7687412202358246,0.48309497107839194
2,0.7153911590576172,0.4935455364512421
3,0.6947485506534576,0.5036842031889465
4,0.6605362594127655,0.5126972349688426
5,0.659663736820221,0.5207988127438159
6,0.6494933366775513,0.5272411613197739
7,0.6344644129276276,0.5319201528556611
8,0.6343809366226196,0.5344606839920767
9,0.601636677980423,0.535714850138907
10,0.6215924620628357,0.5360885135536788
11,0.6128354966640472,0.5355189806751115
12,0.5927485823631287,0.5341851434273884
13,0.588670164346695,0.5319921394580608
14,0.5524394810199738,0.5281026266650453
15,0.5768402814865112,0.5235336641011288
16,0.5716218054294586,0.5181605178262774
