epoch,train_loss,validation_loss
1,0.6292563185972326,0.28623308885611076
2,0.5819779748425764,0.28608267443563035
3,0.58725506856161,0.2850746207098948
4,0.543515640146592,0.2840823880453758
5,0.5517991246546016,0.28400163005427503
6,0.49445218220353127,0.28534012343081233
7,0.5079650718937901,0.28566142053629245
8,0.4818127641783041,0.28452291883589337
9,0.45468081818783984,0.2842091234494787
10,0.4562050476670265,0.28372494094113165
11,0.448390633744352,0.28401437406414115
12,0.43880801297285976,0.28343291051968905
13,0.41168782377944274,0.2842714457415544
14,0.39364146879490686,0.28710844705990946
15,0.38481787701739983,0.28699545429856627
16,0.38879352786085186,0.2883585741167218
17,0.38039683035629634,0.28774075864260956
18,0.3805646267445648,0.28935572164230344
19,0.3858927237417768,0.2903406574392634
20,0.3676884499761988,0.29019396208031384
21,0.335945246850743,0.2987964704397348
22,0.37196727661306367,0.29613936994531387
23,0.36934701999758973,0.2962075352216464
24,0.38760996998890357,0.29409138855333744
25,0.3324899718453012,0.2979286731884472
26,0.35179522681488273,0.30772203095257195
27,0.40339373578043547,0.30272726617395423
