feature,feature_pretty,group,importance_mean,repeat_std,fold_std,raw_mean,raw_fold_std
DM,Diabetes Mellitus,Patient,93.26671679853796,7.715019848647045,12.551685691743826,0.9994526398408181,0.13450473898596849
nyha2,NYHA Class:2,Patient,1.952774357827122,0.7299596580518094,1.968276600156063,-0.020926066167415148,0.021092189277040412
CABGPRE,CABG,Patient,0.7913403810079139,0.7773021467136628,1.5292049265277572,0.008480058695744681,0.016387066610022556
nyha3,NYHA Class:3,Patient,0.7178515893206263,0.30373022689028584,1.01669110303726,-0.007692547680328269,0.010894932744637919
model4,Model Size:29mm,Procedural,0.4798326462184682,0.1981464852607088,0.5535460863755768,0.005141920091180599,0.005931838455262277
QRSADM,QRS,Electrocardiographic,0.46737462521597484,0.38442233389317126,0.5591043910800951,0.005008419069535012,0.005991401636005203
model3,Model Size:26mm,Procedural,0.3090163034651388,0.2468993330620185,0.44332793775276796,0.003311440252788289,0.004750733090125625
ECC_INDEX,Eccentricity Index,Patient,0.21293976323000874,0.29940974677882015,0.17743574309254015,-0.002281877349097885,0.001901413793937007
nyha4,NYHA Class:4,Patient,0.20971076692607485,0.080604035224465,0.3074662765360927,-0.0022472751995768077,0.0032948300561475535
BMI,BMI,Patient,0.19603489326922813,0.1415288399837378,0.05777510196587269,-0.0021007235839775418,0.0006191220207911197
brand8,Brand: Evolut R,Procedural,0.1838972810118737,0.057424157147933835,0.20413586191206493,0.0019706560847840104,0.002187534128759985
brand2,Brand: Sapien 3,Procedural,0.1669154484323367,0.08600373399557448,0.28337584908278,0.00178867758287518,0.003036675355954607
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,0.15953667928009593,0.06713531920297795,0.18118333079108898,-0.0017096061781862715,0.001941573204999371
CT_AnnScRCC,RCC Annular Calcification,Radiomics,0.09630230674547116,0.135004115597333,0.09841042665985428,0.001031982233355835,0.0010545729933381166
AFPRE,AF,Patient,0.09543924131436456,0.06781765309100907,0.09134133372922704,0.0010227335640225067,0.0009788201006308843
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,0.08954376341795581,0.04860612382463948,0.025863622091992347,-0.0009595572118473083,0.00027715637756954114
PREDILATION,Predilation,Procedural,0.07644055570116805,0.17317504910470657,0.1392665128196975,0.0008191423243884266,0.001492389661144947
CT_Area_Deri,Area-Derived Diameter,Patient,0.07058744673857752,0.08332816621609097,0.07705959993447882,-0.0007564200006620192,0.0008257760455528279
model2,Model Size: 23mm,Procedural,0.06497206747961988,0.10668861296969327,0.11719658373822199,-0.0006962452050144408,0.0012558867623753173
CT_ValScRCC,RCC Valvular Calcification,Radiomics,0.06376239531844288,0.12030936514953336,0.06118941483490448,-0.0006832822737959887,0.0006557100355442004
CT_AnnMean,Mean Annulus Diameter,Patient,0.061989965296196464,0.024338446977685863,0.06296312740067708,-0.0006642887901024031,0.0006747172630636325
SEX,Sex,Patient,0.039494624986449685,0.06439671982484103,0.04269541721548833,-0.0004232271549506184,0.00045752706763870816
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,0.03942865643204538,0.06254026716673136,0.02281506659964401,-0.00042252023132224317,0.0002444878443658878
PQADM,PQ Interval,Electrocardiographic,0.03771859362334096,0.10832460226005436,0.02928239108134399,-0.00040419507903726397,0.00031379214441865343
AGE,Age,Patient,0.02908404604202237,0.03068024630464032,0.010485727416453691,0.00031166666514851336,0.00011236578606774936
CT_AnnScLCC,LCC Annular Calcification,Radiomics,0.02603984332443834,0.03504401875005784,0.04058792408155063,0.0002790447765827131,0.00043494302427937926
CT_ValScNCC,NCC Valvular Calcification,Radiomics,0.019278770087957194,0.027639656011527035,0.016578458863235987,0.00020659264439332192,0.00017765592104142082
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.014710875286917221,0.01807419429859796,0.03643994872866543,0.0001576427652282164,0.00039049303119780926
CT_AnnScNCC,NCC Annular Calcification,Radiomics,0.01386285742152364,0.023880744326757457,0.01586525042874632,0.00014855534665819683,0.00017001312973198544
model7,Model Size:25mm,Procedural,0.013515914150397178,0.032642170442369056,0.03381920047401953,0.00014483747837565228,0.000362408910180427
CT_AnnScTot,Total Annular Calcification,Radiomics,0.011948934330582636,0.06815872530761168,0.01632982583836101,-0.00012804561337547373,0.00017499155221197357
CT_ValScLCC,LCC Valvular Calcification,Radiomics,0.008501911431435782,0.013545617512465805,0.008515561656774376,9.110707565911147e-05,9.125335242554413e-05
LVEFPRE,LVEF,Patient,0.006677156205279331,0.05021927544336687,0.029106004697639104,-7.155287143227218e-05,0.0003119019756330767
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.005058727635043949,0.026381309398252197,0.007725529519132348,5.420967803553722e-05,8.278731295692001e-05
NTPROBNPPRE,NT-proBNP,Patient,0.0008749354644431619,0.003472950971520988,0.0011152289766889053,-9.375869438150719e-06,1.195087146882577e-05
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,0.0008248778235001421,0.028717653179045517,0.024803496515200186,-8.839448267747847e-06,0.00026579599797586057
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.0,0.0
model8,Model Size:27mm,Procedural,0.0,0.0,0.0,0.0,0.0
