feature,feature_pretty,group,importance_mean,repeat_std,fold_std,raw_mean,raw_fold_std
DM,Diabetes Mellitus,Patient,94.48391563138874,6.202229551525253,27.23619725716537,2.0147612905340475,0.5807807135043884
CT_ValScLCC,LCC Valvular Calcification,Radiomics,1.7973473240514082,0.9574864178341553,1.57170044780871,0.03832637322389627,0.03351471201631733
CT_ValScNCC,NCC Valvular Calcification,Radiomics,1.6253515137781767,0.7465422360777196,2.9715319225672627,0.034658759552756005,0.06336451502001263
CT_ValScRCC,RCC Valvular Calcification,Radiomics,1.1351499530338873,0.6767586563390857,1.1871983227690523,0.024205772686715678,0.025315644561489856
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.45452895177642405,0.35443762614953916,0.8484844445970645,0.00969230933483801,0.01809295903086526
BMI,BMI,Patient,0.09181779511188429,0.05464743642300755,0.029875641279612168,0.0019579093239035328,0.0006370638343871414
model4,Model Size:29mm,Procedural,0.07330407826889723,0.030172156856806458,0.041383875754944274,0.0015631255155706912,0.0008824637544512685
QRSADM,QRS,Electrocardiographic,0.058437611487154865,0.024302504154361144,0.06666459994970231,-0.0012461151376803592,0.0014215462444591754
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,0.05036069170741747,0.05311675355209465,0.05258888825563382,-0.0010738840736921774,0.0011213978131794566
model2,Model Size: 23mm,Procedural,0.04331027307974739,0.021766588717390994,0.018218394761061078,0.0009235419711431292,0.00038848640316151384
CT_Area_Deri,Area-Derived Diameter,Patient,0.033363386617688374,0.023118585240976226,0.015938105300482622,0.0007114360092852579,0.00033986184197895455
model3,Model Size:26mm,Procedural,0.02434066235686426,0.02929872529589901,0.025723853920764515,0.0005190367479465197,0.0005485317239084778
AGE,Age,Patient,0.017630307355362244,0.009641976779190629,0.013503318734425595,-0.0003759461127582764,0.0002879428069641277
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,0.016938309392532304,0.016580203738559403,0.011812004240681434,0.0003611900487306441,0.0002518774624095157
PQADM,PQ Interval,Electrocardiographic,0.014307423045641532,0.02249245064574803,0.005926648605029827,-0.00030508941047820983,0.00012637899384479817
CABGPRE,CABG,Patient,0.01024021199945465,0.03742461751641879,0.004359497493658447,0.00021836079300368685,9.296129121775411e-05
CT_AnnScNCC,NCC Annular Calcification,Radiomics,0.007717793017983499,0.006422061249802511,0.004596863293153092,0.00016457309709358992,9.802284504226136e-05
SEX,Sex,Patient,0.006816889787315256,0.0116711324051497,0.0068466536077522655,0.0001453623674838145,0.00014599704686679902
CT_AnnMean,Mean Annulus Diameter,Patient,0.006350306172761979,0.011247694635033193,0.006261832934329772,-0.00013541300627119447,0.00013352641578803946
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,0.005795443783689567,0.0026874024264146273,0.0011472657284232921,-0.00012358120129565055,2.4464127720969453e-05
brand2,Brand: Sapien 3,Procedural,0.005370557358663162,0.010849637385326875,0.004888098709166308,0.00011452098489483696,0.00010423310674336591
nyha3,NYHA Class:3,Patient,0.004744735724455302,0.003184491999704238,0.0034462176348327095,0.00010117605528480844,7.348664418719422e-05
CT_AnnScTot,Total Annular Calcification,Radiomics,0.0046536213146746224,0.004561689809460121,0.005574503027962732,9.923314484752143e-05,0.00011886989271825831
model8,Model Size:27mm,Procedural,0.004251883327143838,0.01165583798613528,0.009766883139268698,9.066654236491667e-05,0.00020826759715312829
PREDILATION,Predilation,Procedural,0.003987663550584026,0.0067641282616188875,0.005864196095553261,-8.503235823475118e-05,0.00012504726560566605
AFPRE,AF,Patient,0.0033573435940991102,0.00913766456571108,0.014133565515078007,7.159150705399188e-05,0.00030138209775406547
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.0028711154872992,0.00483008557257355,0.004495958964026144,-6.122324954260794e-05,9.587117578708983e-05
brand8,Brand: Evolut R,Procedural,0.0026894572040835132,0.018162705434431183,0.046301547969444135,5.734959470218293e-05,0.0009873274823260015
CT_AnnScLCC,LCC Annular Calcification,Radiomics,0.002303379539293453,0.005427325046682824,0.001118112751915814,4.911693066660839e-05,2.3842473885196342e-05
CT_AnnScRCC,RCC Annular Calcification,Radiomics,0.0022909950573820766,0.005705024364578975,0.003738152388324354,4.885284577351712e-05,7.971181845909075e-05
LVEFPRE,LVEF,Patient,0.0020095030193946735,0.01405985953294678,0.011588365724619356,4.285035044994112e-05,0.0002471086271826587
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,0.0014163632499574195,0.0032999855169999074,0.0024156471349763074,3.02023241763405e-05,5.151090856699082e-05
model7,Model Size:25mm,Procedural,0.0013893267910898154,0.00461508567499316,0.011601405877392978,-2.9625802655237616e-05,0.00024738669350596223
ECC_INDEX,Eccentricity Index,Patient,0.0008865932240327646,0.009290148350071376,0.007411484987246885,1.8905585107202865e-05,0.00015804142914583582
nyha4,NYHA Class:4,Patient,0.0007268363004101127,0.004759578286604426,0.001547974120677676,1.549895167696436e-05,3.3008775263477316e-05
nyha2,NYHA Class:2,Patient,2.6068044420966012e-05,0.0033581142628419805,0.005352401734762995,-5.558711921316295e-07,0.00011413383700839394
NTPROBNPPRE,NT-proBNP,Patient,0.0,0.0,0.0,0.0,0.0
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.0,0.0
