feature,feature_pretty,group,raw_delta_log_loss,repeat_std_raw,importance_percent,baseline_test_log_loss
DM,Diabetes Mellitus,Patient,2.0258290103306265,0.12293289280887633,92.74636954369399,0.2655723886885273
CT_ValScRCC,RCC Valvular Calcification,Radiomics,0.0423508885138266,0.016418636335583617,1.9389055722753687,0.2655723886885273
CT_ValScNCC,NCC Valvular Calcification,Radiomics,0.020692973640551116,0.007932520638721333,0.947364348342138,0.2655723886885273
model4,Model Size:29mm,Procedural,0.012786507586558193,0.003644706029146668,0.5853910432463533,0.2655723886885273
CT_ValScLCC,LCC Valvular Calcification,Radiomics,0.012695703017088045,0.011265862675795317,0.5812338344624984,0.2655723886885273
brand2,Brand: Sapien 3,Procedural,0.012256664527206751,0.006764901600661056,0.5611338034042058,0.2655723886885273
CT_AnnMean,Mean Annulus Diameter,Patient,0.009963105399352468,0.007896639401923495,0.45613023135664743,0.2655723886885273
model2,Model Size: 23mm,Procedural,0.007376050850726135,0.0013385277612010787,0.33768987139880835,0.2655723886885273
model8,Model Size:27mm,Procedural,0.006192522859196225,0.0034703778298262274,0.2835056712970317,0.2655723886885273
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,0.004437274120443468,0.002089549809866943,0.20314698982129487,0.2655723886885273
CT_Area_Deri,Area-Derived Diameter,Patient,0.0041609553903520615,0.0040032407997387075,0.19049658402583272,0.2655723886885273
LVEFPRE,LVEF,Patient,-0.003799954342355283,0.0021263214680277724,0.17396925796206703,0.2655723886885273
PQADM,PQ Interval,Electrocardiographic,0.003226500086673878,0.0024275003544515505,0.1477154132186988,0.2655723886885273
PREDILATION,Predilation,Procedural,-0.0030288783313745515,0.004119950106692333,0.138667907109645,0.2655723886885273
AFPRE,AF,Patient,0.0029161810645393473,0.0035063434303978193,0.1335084083053721,0.2655723886885273
brand8,Brand: Evolut R,Procedural,-0.0022076488373151014,0.0010370416345957122,0.10107043281748453,0.2655723886885273
QRSADM,QRS,Electrocardiographic,-0.0014704728402896606,0.0011310395523788782,0.06732109015815309,0.2655723886885273
nyha4,NYHA Class:4,Patient,0.0013362635427787485,0.003156481188059334,0.06117672899061549,0.2655723886885273
BMI,BMI,Patient,0.0012722602648079008,0.0011241287184794852,0.058246535158647805,0.2655723886885273
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.000989077525341886,0.0006644428381547388,0.04528188174072476,0.2655723886885273
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,0.0008523955488907054,0.0005410341074275071,0.039024316549753996,0.2655723886885273
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.0006169033616337805,0.002209137458623325,0.028243028833660446,0.2655723886885273
CT_AnnScRCC,RCC Annular Calcification,Radiomics,0.0005488870462299955,0.0001959848004211687,0.025129110387794012,0.2655723886885273
ECC_INDEX,Eccentricity Index,Patient,-0.0004316707738951764,0.00028006423132633174,0.019762722773113174,0.2655723886885273
CT_AnnScLCC,LCC Annular Calcification,Radiomics,0.00035656399333180435,0.00016472452719535076,0.016324189121040156,0.2655723886885273
SEX,Sex,Patient,0.00034273980669918824,0.000918155649552394,0.015691291124451417,0.2655723886885273
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,-0.00031462260036084765,0.000917012093117312,0.01440403104658017,0.2655723886885273
CABGPRE,CABG,Patient,0.0002907328077233373,0.0006901733630225242,0.013310310142702335,0.2655723886885273
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,0.0002813957597945671,0.0002996759723600868,0.012882842032988786,0.2655723886885273
model7,Model Size:25mm,Procedural,0.0002529190241409185,0.0018833348909115745,0.011579122007822231,0.2655723886885273
nyha2,NYHA Class:2,Patient,-0.00024345987531245727,0.00037205964011556065,0.011146063882807975,0.2655723886885273
AGE,Age,Patient,0.00022468482493149812,0.0004991657759363623,0.010286505770077762,0.2655723886885273
CT_AnnScTot,Total Annular Calcification,Radiomics,0.0001981579806039302,0.0003004427849451351,0.009072055540425296,0.2655723886885273
NTPROBNPPRE,NT-proBNP,Patient,0.00017259712232403635,0.00023545342532024503,0.007901830020012733,0.2655723886885273
CT_AnnScNCC,NCC Annular Calcification,Radiomics,-8.923698512477429e-05,0.00017456959319467346,0.00408544174120435,0.2655723886885273
model3,Model Size:26mm,Procedural,5.107911105584062e-05,0.0009268815978833091,0.0023385004784659534,0.2655723886885273
nyha3,NYHA Class:3,Patient,1.0779137556615747e-05,0.00024183523723984146,0.0004934897615199192,0.2655723886885273
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.2655723886885273
