epoch,train_loss,validation_loss
1,0.7111301644051329,0.3511221695040898
2,0.670475054294505,0.35360522279843865
3,0.66582239054619,0.3543625554994204
4,0.6627462899431269,0.3538332022996063
5,0.6564184611148023,0.3525857417601024
6,0.6510808277637401,0.3548300464920959
7,0.6361361786406091,0.3556521968147832
8,0.6409698458428078,0.35729202701231383
9,0.6220572115258968,0.3558062590537657
10,0.6230016122473047,0.355755588873503
11,0.6115276648643169,0.35631945041920976
12,0.6127680945903697,0.3563031123861003
13,0.6060159085912907,0.3546470965325123
14,0.5813746439649704,0.3561325317075953
15,0.5761347939359381,0.35419240281048225
16,0.5925951511301892,0.35480388924362566
