epoch,train_loss,validation_loss
1,0.7008497714996338,0.7637256991195263
2,0.7147122621536255,0.7635336211457231
3,0.6949358582496643,0.7646675541160073
4,0.6581738591194153,0.7702790537698035
5,0.6477462649345398,0.7795205159295469
6,0.6616401076316833,0.7895166583301043
7,0.662957489490509,0.799415471339656
8,0.6494075655937195,0.811527028686297
9,0.6360697746276855,0.8244271265898123
10,0.614493727684021,0.8391740556475222
11,0.5834732055664062,0.8583797057764556
12,0.5661025047302246,0.8826966328237378
13,0.5470607876777649,0.9118765752150126
14,0.5397424697875977,0.9449796243651706
15,0.5456780791282654,0.9806583487237934
16,0.5376008152961731,1.0224515161330634
17,0.510235071182251,1.0695178772163894
