group,total_importance_mean,total_importance_std,average_per_feature_mean,average_per_feature_std
Radiomics,3.788262319187642,3.5178284214497557,0.3156885265989702,0.29315236845414633
Patient,95.41700392153723,4.123289831544356,6.361133594769148,0.2748859887696237
Procedural,0.6826764302250179,0.5637633391042608,0.07585293669166866,0.06264037101158454
Electrocardiographic,0.11205732905011904,0.13839285807669344,0.05602866452505952,0.06919642903834672
