feature,feature_pretty,group,importance_mean,repeat_std,fold_std,raw_mean,raw_fold_std
DM,Diabetes Mellitus,Patient,94.25739332589453,6.451251247951907,25.287826410745023,1.5897236393507856,0.42649869696658066
CT_ValScRCC,RCC Valvular Calcification,Radiomics,3.3316333718096995,1.1439419785836806,3.7416621418267915,0.05619056651082686,0.06310601797314759
CT_ValScNCC,NCC Valvular Calcification,Radiomics,0.41768290700357336,0.21929164820773334,0.8127702602812117,0.0070445443862483855,0.013707997330914634
CT_ValScLCC,LCC Valvular Calcification,Radiomics,0.34003936394066087,0.15511192815150898,0.4620349931589909,0.005735026145877597,0.007792576528109241
model2,Model Size: 23mm,Procedural,0.2412631163818689,0.13226074686026837,0.3359234037982856,0.004069088544487997,0.0056656073034284295
LVEFPRE,LVEF,Patient,0.1886390505362357,0.4913616647433524,0.21452735331933473,-0.003181543084957738,0.0036181692790926553
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.11500830867602498,0.0806178459254349,0.0900677772368652,0.0019397038319518354,0.0015190625325503223
SEX,Sex,Patient,0.1118692849577311,0.15373862258417723,0.09169598223581907,0.0018867617758077508,0.0015465234656953405
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,0.09987654738277812,0.07863463354847337,0.19360535866830758,-0.0016844950065845077,0.0032653037021281874
brand2,Brand: Sapien 3,Procedural,0.09941830551465812,0.13239074897978956,0.12319370165168515,-0.0016767664040358253,0.00207775679789576
BMI,BMI,Patient,0.09607345722459244,0.09260495474176723,0.09919216815122239,0.0016203529577359197,0.0016729524229812968
CT_AnnScNCC,NCC Annular Calcification,Radiomics,0.08655367985740385,0.08969999957132908,0.19557627266282265,0.0014597945698156087,0.0032985446868154557
model7,Model Size:25mm,Procedural,0.06820642585343974,0.03627675826721774,0.1274494903422435,-0.0011503539797662944,0.0021495339566600657
model8,Model Size:27mm,Procedural,0.06207418753697203,0.05991385302617795,0.11262730041116052,0.0010469290507518058,0.0018995462910886215
brand8,Brand: Evolut R,Procedural,0.061103382291694645,0.05947564490171359,0.08015914662273489,-0.0010305556715062415,0.0013519458346970788
nyha2,NYHA Class:2,Patient,0.059156005869163725,0.05060443312473902,0.11304268768134872,0.0009977116661250606,0.0019065521177893494
QRSADM,QRS,Electrocardiographic,0.04277493534207908,0.048656054906461174,0.09874962015503314,0.0007214322769344328,0.0016654885096874404
CT_AnnMean,Mean Annulus Diameter,Patient,0.042261619970693755,0.0780495950458143,0.10665652741793204,-0.0007127748172748816,0.0017988445992890782
nyha4,NYHA Class:4,Patient,0.03962073223699829,0.058974402599740884,0.03876732049049064,0.0006682342087242965,0.0006538407613813161
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,0.03837846511392072,0.008109202102701602,0.03484192652980713,-0.0006472824155305612,0.0005876359645704431
CABGPRE,CABG,Patient,0.035749228605537406,0.0929613157450363,0.034882433872325605,-0.0006029383138814781,0.0005883191521454087
model3,Model Size:26mm,Procedural,0.023449886376417237,0.11434051273729176,0.1314696479070938,0.0003955004206809432,0.0022173370147465627
CT_AnnScRCC,RCC Annular Calcification,Radiomics,0.01663945929245506,0.04694563147071101,0.027932709571012963,-0.0002806373150143537,0.0004711066914679908
AGE,Age,Patient,0.016608981743542257,0.03746846540893851,0.025785260174766025,0.0002801232876445469,0.00043488830106841805
ECC_INDEX,Eccentricity Index,Patient,0.016248054637673533,0.03311472465173854,0.0357028177688374,0.00027403597362029685,0.0006021555593237645
CT_AnnScTot,Total Annular Calcification,Radiomics,0.013214695489690741,0.022042382713706617,0.02581692314231212,-0.0002228760319537959,0.000435422321437791
model4,Model Size:29mm,Procedural,0.01223240475772796,0.06278829994000604,0.06980429372171515,0.00020630894111650427,0.0011773032538033332
CT_AnnScLCC,LCC Annular Calcification,Radiomics,0.01195794529449749,0.0538451094144227,0.028112908810576293,-0.00020167997057800817,0.000474145890631248
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,0.010524388426443362,0.04419505733872005,0.05559876722884332,-0.00017750192829309337,0.0009377160927510212
AFPRE,AF,Patient,0.010034234980256782,0.03643264585025138,0.046145765787725286,-0.0001692351123668567,0.0007782839323282911
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,0.009900625172607164,0.028853294374602267,0.016196726322832793,0.00016698167990734315,0.0002731702820008794
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.009290843276926237,0.015904907622360666,0.03696918111831516,-0.0001566972379107301,0.000623513753961205
PQADM,PQ Interval,Electrocardiographic,0.005156938593743825,0.07352426484177277,0.09478947055622503,-8.697574694019e-05,0.001598697532232505
PREDILATION,Predilation,Procedural,0.004516050340507711,0.03788016923702231,0.08699962675587257,-7.616667223101504e-05,0.001467315808217988
CT_Area_Deri,Area-Derived Diameter,Patient,0.00309361256288818,0.06791341738778844,0.07168539652949335,-5.217616198245567e-05,0.0012090295035547423
nyha3,NYHA Class:3,Patient,0.002356177054365187,0.03921507044569141,0.02138171010029808,3.973874334578296e-05,0.00036061903259583625
NTPROBNPPRE,NT-proBNP,Patient,0.0,0.0,0.0,0.0,0.0
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.0,0.0
