group,total_importance_mean,total_importance_std,average_per_feature_mean,average_per_feature_std
Radiomics,43.81761667583153,9.170792124743755,3.6514680563192945,0.7642326770619796
Patient,38.54624722178174,4.335128006445386,2.569749814785449,0.28900853376302565
Procedural,13.941064054606835,4.921501138807403,1.5490071171785367,0.5468334598674892
Electrocardiographic,3.695072047779898,2.6553035725237635,1.847536023889949,1.3276517862618817
