feature,feature_pretty,group,importance_mean,repeat_std,fold_std,raw_mean,raw_fold_std
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,9.782502164400833,5.569634269238789,7.941655447501093,-0.016581496431800787,0.013461232029627275
CT_AnnScLCC,LCC Annular Calcification,Radiomics,9.643504587860573,4.955901063291088,4.810465378341529,-0.016345893333462758,0.008153815165667972
CABGPRE,CABG,Patient,8.644356860859219,12.341742123455607,9.733853873630656,-0.014652322078206149,0.0164990368068232
CT_AnnScTot,Total Annular Calcification,Radiomics,6.6006951681814865,3.102251537060712,2.633582961919821,-0.011188283073107774,0.004463964919408685
nyha3,NYHA Class:3,Patient,5.612544169321402,5.337613211238013,5.576855875186644,-0.009513351446585364,0.009452859221599613
CT_ValScNCC,NCC Valvular Calcification,Radiomics,5.299849338346002,1.169859780119905,3.4580489442438265,0.008983328745140993,0.005861447844973052
model4,Model Size:29mm,Procedural,4.6652613156970775,4.588651084756219,3.4218384540922204,0.007907691974876997,0.0058000704894507
PQADM,PQ Interval,Electrocardiographic,4.31721489045732,2.590085918606113,6.112366675857187,0.007317747760071139,0.01036055852810452
nyha2,NYHA Class:2,Patient,3.391830808841528,1.973354889633725,2.3304769804619223,0.00574920705448395,0.003950195470086058
CT_ValScRCC,RCC Valvular Calcification,Radiomics,3.2719312163657785,1.5157676780365548,3.8843313862062336,0.005545975342249232,0.006584003349848007
nyha4,NYHA Class:4,Patient,3.0536849342544157,3.2682100700762406,1.2625064293179526,-0.005176044430171074,0.0021399684355851486
LVEFPRE,LVEF,Patient,2.9299930980111357,1.9327363416003247,3.0739043555758028,0.004966384804561734,0.005210316670223698
DM,Diabetes Mellitus,Patient,2.8933054384607133,5.170075093218215,2.337035364961712,0.004904198639334986,0.003961312035904708
AGE,Age,Patient,2.886478400452646,3.8572895624160815,3.970482647871151,0.004892626701555868,0.0067300311057211844
AFPRE,AF,Patient,2.867642555153652,4.028040359971098,5.489571554848122,-0.00486069964482065,0.009304910913291315
model3,Model Size:26mm,Procedural,2.751177126842542,2.4872031137567783,5.341076972858565,-0.004663288895350388,0.009053210239984856
CT_ValvScTot,Total Valvular Calcification,Radiomics,2.654945037362104,1.640185240136152,1.9622926844784432,0.004500173976331881,0.0033261172447510506
model2,Model Size: 23mm,Procedural,2.640860841962357,2.2977699599956916,4.489414986108638,-0.0044763010415917745,0.0076096296552767275
BMI,BMI,Patient,2.581128852846666,2.39683544493541,4.79655625961,0.004375054372003447,0.008130238988659227
PREDILATION,Predilation,Procedural,2.4198521462136418,12.522703397518018,3.8461804957652337,-0.004101687794554612,0.006519336985038037
CT_AnnScRCC,RCC Annular Calcification,Radiomics,1.9873855345254172,3.728471644929157,1.0305155016878043,-0.0033686500238422476,0.0017467401312042858
NTPROBNPPRE,NT-proBNP,Patient,1.7030268983023227,1.3743802827433733,4.902147776954089,0.0028866576222414063,0.008309218286454935
model7,Model Size:25mm,Procedural,1.6795811663018094,1.8469022914424937,2.1988805170870362,-0.0028469167343812217,0.003727137376030229
CT_ValScLCC,LCC Valvular Calcification,Radiomics,1.0228694382756742,1.4313715575157766,1.29046233342277,-0.0017337799323661062,0.0021873541367453987
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.7328836102283884,12.249825738893666,1.9982847679339346,0.0012422493513111954,0.003387124397457044
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,0.7171172332972965,2.181721296800523,1.9419171875422596,-0.001215525092176688,0.0032915804540541906
CT_AnnMean,Mean Annulus Diameter,Patient,0.6306564444808868,2.0609933878703353,2.354347472929548,0.001068972682869065,0.003990656333679591
brand2,Brand: Sapien 3,Procedural,0.48654734604120287,4.3922500042440245,0.7754481386074614,0.0008247054737839134,0.0013143969024773249
ECC_INDEX,Eccentricity Index,Patient,0.4386241093413455,3.829969009474233,1.4306501014622313,-0.0007434748269632285,0.002424974628564714
QRSADM,QRS,Electrocardiographic,0.3163500020690812,2.135465730739161,1.5655292728573906,0.0005362182744612687,0.0026535969648164596
SEX,Sex,Patient,0.3016226309917411,3.3794905240146687,1.1772449289092284,0.0005112551467394688,0.001995448839163078
CT_AnnScNCC,NCC Annular Calcification,Radiomics,0.2963360331619763,3.5457496447866386,1.5705581666350608,0.0005022942795116946,0.0026621210195857795
CT_Area_Deri,Area-Derived Diameter,Patient,0.27421635616837864,1.2086371662506596,1.9650369330373285,-0.00046480107593473526,0.003330768789613747
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,0.25656001089390235,2.442028678111543,0.5642893584422731,-0.0004348732904615282,0.0009564794186873351
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,0.247464234029497,3.7282097238028116,2.5746375669500376,0.0004194558043125915,0.004364051539382113
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.0,0.0
model8,Model Size:27mm,Procedural,0.0,0.0,0.0,0.0,0.0
brand8,Brand: Evolut R,Procedural,0.0,0.0,0.0,0.0,0.0
