feature,feature_pretty,group,raw_delta_log_loss,repeat_std_raw,importance_percent,baseline_test_log_loss
DM,Diabetes Mellitus,Patient,0.9496549747220836,0.06771070919401684,82.41572877436073,0.4095673177436809
CT_ValScLCC,LCC Valvular Calcification,Radiomics,0.10492091060156147,0.01586084205293291,9.105552586009274,0.4095673177436809
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,0.06901013737013421,0.007129320562777924,5.989039088478223,0.4095673177436809
CT_Area_Deri,Area-Derived Diameter,Patient,0.01659881289112446,0.0017948328646713728,1.440526609794912,0.4095673177436809
CT_AnnScNCC,NCC Annular Calcification,Radiomics,0.002141140953715015,0.0011115980671200325,0.1858187413388687,0.4095673177436809
CT_AnnScRCC,RCC Annular Calcification,Radiomics,0.0017039167040618253,0.001322380744453718,0.14787427083942645,0.4095673177436809
CT_AnnScTot,Total Annular Calcification,Radiomics,0.0014489612771022675,0.0015102904204378285,0.12574798510707455,0.4095673177436809
CT_ValScNCC,NCC Valvular Calcification,Radiomics,0.001032970985291115,0.0006451966450635054,0.08964630189027428,0.4095673177436809
BMI,BMI,Patient,-0.0006616042236776587,0.00020351671844719512,0.05741726806680143,0.4095673177436809
CT_AnnMean,Mean Annulus Diameter,Patient,-0.00045382666157673946,0.00018811535412595362,0.03938530945096979,0.4095673177436809
PQADM,PQ Interval,Electrocardiographic,0.0004402053476156298,0.0005706914673559738,0.038203184840610374,0.4095673177436809
CT_ValScRCC,RCC Valvular Calcification,Radiomics,0.00042585900780298667,0.0002456523657323114,0.036958138921433646,0.4095673177436809
model8,Model Size:27mm,Procedural,-0.0003928331600369761,0.00015206732244973364,0.034091993442836636,0.4095673177436809
PREDILATION,Predilation,Procedural,0.0003609047205092142,0.0003659052154050558,0.03132108644782123,0.4095673177436809
CABGPRE,CABG,Patient,-0.00030279299938704705,0.0034506159203159014,0.02627786551590602,0.4095673177436809
ECC_INDEX,Eccentricity Index,Patient,-0.00028651860373359874,0.00011647988258292772,0.024865493429366118,0.4095673177436809
nyha3,NYHA Class:3,Patient,-0.00024136199051693062,0.0002286235875071841,0.020946580470138202,0.4095673177436809
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,-0.00021786164763165639,0.00011584697183691811,0.018907105148162403,0.4095673177436809
brand2,Brand: Sapien 3,Procedural,-0.00019920707800634706,0.001444915632473701,0.017288169859488903,0.4095673177436809
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,-0.00018742322640166175,0.00020664325577471828,0.01626550926841131,0.4095673177436809
brand8,Brand: Evolut R,Procedural,-0.00017571311069399797,0.00012368073185232493,0.015249247841084366,0.4095673177436809
model2,Model Size: 23mm,Procedural,-0.0001703944997780593,0.00011859589340140482,0.014787672630747966,0.4095673177436809
CT_AnnScLCC,LCC Annular Calcification,Radiomics,-0.00016904676079130266,0.0003904431972584463,0.01467070921377258,0.4095673177436809
NTPROBNPPRE,NT-proBNP,Patient,-0.00013889756841327648,0.000638161393279819,0.012054214036120722,0.4095673177436809
model4,Model Size:29mm,Procedural,-0.00013470418307282017,0.00011784266401414238,0.011690291434686903,0.4095673177436809
CT_LVOTScTot,Total LVOT Calcification,Radiomics,-0.00012108003097780485,0.00014319397341143065,0.01050792051711021,0.4095673177436809
nyha2,NYHA Class:2,Patient,0.00011050145225967034,0.00015061115463215247,0.009589859434234144,0.4095673177436809
QRSADM,QRS,Electrocardiographic,0.00010324374661675461,0.00019690833432187257,0.008960000047707225,0.4095673177436809
CT_ValvScTot,Total Valvular Calcification,Radiomics,9.683568035431244e-05,0.00025689587128387164,0.008403876544844386,0.4095673177436809
SEX,Sex,Patient,8.26775887417086e-05,0.00020547194787296635,0.007175167730205272,0.4095673177436809
nyha4,NYHA Class:4,Patient,7.944353102201651e-05,9.412946592310415e-05,0.00689450029733601,0.4095673177436809
LVEFPRE,LVEF,Patient,5.1021111122329096e-05,0.00037945504581400884,0.004427862927011961,0.4095673177436809
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,-4.7659483626460994e-05,4.3025352285164875e-05,0.0041361243616230125,0.4095673177436809
AFPRE,AF,Patient,4.294068478221114e-05,0.0002739749118133079,0.0037266037925318264,0.4095673177436809
model3,Model Size:26mm,Procedural,-3.973246847206457e-05,0.00010761448910932343,0.003448179004261857,0.4095673177436809
AGE,Age,Patient,-2.7334173371795777e-05,0.00021998574354188503,0.0023721939850212927,0.4095673177436809
model7,Model Size:25mm,Procedural,5.01394967311608e-07,0.00010311825584798941,4.351352094677972e-05,0.4095673177436809
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.4095673177436809
