feature,feature_pretty,group,raw_delta_log_loss,repeat_std_raw,importance_percent,baseline_test_log_loss
DM,Diabetes Mellitus,Patient,2.1014340158812943,0.1449793178066508,95.30684010488747,0.27854838206627147
CT_ValScNCC,NCC Valvular Calcification,Radiomics,0.0255017813734282,0.019798201291601557,1.1565883969608364,0.27854838206627147
CT_ValScRCC,RCC Valvular Calcification,Radiomics,0.01799505317803781,0.010981484951063693,0.8161339556497769,0.27854838206627147
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.011764186288708867,0.007836907090866707,0.5335439576540195,0.27854838206627147
model4,Model Size:29mm,Procedural,0.009400671038718323,0.00728589238148762,0.42635088458394116,0.27854838206627147
QRSADM,QRS,Electrocardiographic,-0.0065431770258502445,0.004100697703634965,0.2967542743992152,0.27854838206627147
CT_ValScLCC,LCC Valvular Calcification,Radiomics,0.006308554166185943,0.005938715593868605,0.28611336766505857,0.27854838206627147
AFPRE,AF,Patient,0.0033896808143792255,0.003748494740495314,0.1537330056243339,0.27854838206627147
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,-0.0025902617197514632,0.003307531665154071,0.11747676000696693,0.27854838206627147
CT_AnnMean,Mean Annulus Diameter,Patient,-0.0019315146330298294,0.0016835550096647636,0.08760044564769386,0.27854838206627147
brand2,Brand: Sapien 3,Procedural,-0.001866611050903111,0.0020913300660647996,0.0846568579465157,0.27854838206627147
model8,Model Size:27mm,Procedural,0.001855397139781989,0.0015496592643877225,0.08414827075029914,0.27854838206627147
model3,Model Size:26mm,Procedural,0.0015648040714709044,0.0021364676104778384,0.07096893374147172,0.27854838206627147
AGE,Age,Patient,-0.0013995382568655623,0.0004501584695949806,0.06347359367922868,0.27854838206627147
model2,Model Size: 23mm,Procedural,0.0013569483623741218,0.0008386766161605388,0.06154200399632473,0.27854838206627147
LVEFPRE,LVEF,Patient,-0.001036285993095598,0.001731902393919748,0.046998926780709216,0.27854838206627147
BMI,BMI,Patient,0.0008834082868395931,0.0013061262995526935,0.04006542756273232,0.27854838206627147
brand8,Brand: Evolut R,Procedural,-0.0008247514828426783,0.0010847804170207027,0.037405151485849074,0.27854838206627147
CT_AnnScTot,Total Annular Calcification,Radiomics,0.0007573745591207826,0.00031273290161373986,0.034349389731069976,0.27854838206627147
CT_AnnScRCC,RCC Annular Calcification,Radiomics,0.0007195903828270178,0.00047958991149508464,0.03263575493630127,0.27854838206627147
CT_AnnScLCC,LCC Annular Calcification,Radiomics,0.0006784091019900407,0.0003623266694917112,0.030768050445756867,0.27854838206627147
nyha3,NYHA Class:3,Patient,0.0006535931089171499,0.00023762980606447908,0.029642564769800435,0.27854838206627147
nyha2,NYHA Class:2,Patient,0.0006432851809778817,0.00023960507650327238,0.029175066845765676,0.27854838206627147
nyha4,NYHA Class:4,Patient,-0.0005990900644149532,0.00037628913010856355,0.02717067514188749,0.27854838206627147
model7,Model Size:25mm,Procedural,0.000554036867690777,0.00043909278739458706,0.02512736672299129,0.27854838206627147
CT_AnnScNCC,NCC Annular Calcification,Radiomics,0.00046278026522024175,0.0005874985093667761,0.020988584180001425,0.27854838206627147
PQADM,PQ Interval,Electrocardiographic,0.0004486820842410144,0.0012518378964842549,0.02034918600227968,0.27854838206627147
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.00044545424909453457,0.0003204254391520275,0.02020279322198509,0.27854838206627147
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,0.0003795420910906344,0.00032393083589249443,0.017213463337548383,0.27854838206627147
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,0.00019930234141933844,0.0004694278964016457,0.009039006812791387,0.27854838206627147
CT_Area_Deri,Area-Derived Diameter,Patient,-0.00015616988011143417,0.0007232266997191666,0.007082809967144204,0.27854838206627147
PREDILATION,Predilation,Procedural,-0.0001420871370639176,0.00021208334762086076,0.006444111949635909,0.27854838206627147
SEX,Sex,Patient,-0.00014168124257304404,0.0009446689138136534,0.0064257033196009955,0.27854838206627147
ECC_INDEX,Eccentricity Index,Patient,0.00014077103077592135,0.0002772659356204571,0.006384422266018367,0.27854838206627147
CABGPRE,CABG,Patient,-9.21261585209665e-05,0.0017065830170191517,0.004178219726757887,0.27854838206627147
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,-5.3546596226417e-05,0.00010535588754931831,0.002428511600242591,0.27854838206627147
NTPROBNPPRE,NT-proBNP,Patient,0.0,0.0,0.0,0.27854838206627147
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.27854838206627147
