feature,feature_pretty,group,raw_delta_log_loss,repeat_std_raw,importance_percent,baseline_test_log_loss
brand2,Brand: Sapien 3,Procedural,0.009924143300823673,0.02007667924650829,13.315850541693383,0.7127515391096326
PQADM,PQ Interval,Electrocardiographic,-0.006087883493484436,0.008582508703279056,8.168498202535302,0.7127515391096326
model7,Model Size:25mm,Procedural,-0.005044103075313844,0.01053024277953544,6.767992020248286,0.7127515391096326
model8,Model Size:27mm,Procedural,0.0047976345793861565,0.00448899019068196,6.437289655769463,0.7127515391096326
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.004672044241586603,0.013818885497736765,6.268777158828711,0.7127515391096326
AFPRE,AF,Patient,-0.003946814818012068,0.003103519458368012,5.295690987052509,0.7127515391096326
NTPROBNPPRE,NT-proBNP,Patient,-0.0037640135054769707,0.003086378321610374,5.050414908024035,0.7127515391096326
nyha2,NYHA Class:2,Patient,-0.003608904613388453,0.0014738849302044926,4.842295500420667,0.7127515391096326
BMI,BMI,Patient,-0.003384533663729439,0.003520339648034377,4.541242810934686,0.7127515391096326
AGE,Age,Patient,-0.0033522931132043744,0.0023042218724879703,4.497983625818119,0.7127515391096326
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.0028560070681535876,0.0007953918508815023,3.83208526043721,0.7127515391096326
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,-0.00276937681473175,0.004286893414732187,3.715847972039886,0.7127515391096326
LVEFPRE,LVEF,Patient,-0.002554417478965565,0.001050645215820416,3.4274234399831354,0.7127515391096326
CT_AnnScNCC,NCC Annular Calcification,Radiomics,-0.002516576240611701,0.0029440295633801797,3.376649457891318,0.7127515391096326
QRSADM,QRS,Electrocardiographic,0.0021788265671838667,0.0026746586470343904,2.9234693661147797,0.7127515391096326
PREDILATION,Predilation,Procedural,0.0019195320260203986,0.012429995332047144,2.575557485789237,0.7127515391096326
model2,Model Size: 23mm,Procedural,-0.0018056480783209317,0.002286941435845508,2.4227521926070774,0.7127515391096326
CT_AnnScLCC,LCC Annular Calcification,Radiomics,-0.0014279409789869969,0.0009261308204404983,1.9159586960994464,0.7127515391096326
model4,Model Size:29mm,Procedural,0.0013212244186431965,0.0025222663608108708,1.7727703397056298,0.7127515391096326
CT_ValScNCC,NCC Valvular Calcification,Radiomics,0.0011127271843053067,0.0002911575871769629,1.4930164177152716,0.7127515391096326
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,-0.0011011708847477708,0.003051115433390301,1.4775105999274112,0.7127515391096326
CT_ValScRCC,RCC Valvular Calcification,Radiomics,0.0009013785231376748,0.0020299142215594638,1.209436556059948,0.7127515391096326
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,0.0008564142420279586,0.0009263489688872745,1.14910513713314,0.7127515391096326
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,-0.0007457244484203373,0.000981226161909722,1.000585642453167,0.7127515391096326
CT_AnnMean,Mean Annulus Diameter,Patient,0.00034812220549040873,0.00048169685048451034,0.4670975738702018,0.7127515391096326
CT_AnnScRCC,RCC Annular Calcification,Radiomics,-0.00032229280721451925,0.0003629680391504632,0.43244063708503155,0.7127515391096326
CABGPRE,CABG,Patient,0.0002419981061807963,0.002145248855979721,0.32470415990555873,0.7127515391096326
CT_ValScLCC,LCC Valvular Calcification,Radiomics,-0.00021102165052084844,0.0026459816864017795,0.2831410907945934,0.7127515391096326
model3,Model Size:26mm,Procedural,0.00018676794948648822,0.004292486721908037,0.25059836662517815,0.7127515391096326
CT_Area_Deri,Area-Derived Diameter,Patient,-0.0001777562103630892,0.00019989617142852228,0.23850674645702188,0.7127515391096326
nyha4,NYHA Class:4,Patient,0.00011873972906739638,0.0004974998922845711,0.15932060206057155,0.7127515391096326
ECC_INDEX,Eccentricity Index,Patient,-0.0001061208629993926,0.00037527597380141445,0.14238907160259862,0.7127515391096326
CT_AnnScTot,Total Annular Calcification,Radiomics,6.308623787811828e-05,0.0018947409891571303,0.08464679412206973,0.7127515391096326
DM,Diabetes Mellitus,Patient,5.957389632611498e-05,0.001954600312918234,0.07993406338651358,0.7127515391096326
SEX,Sex,Patient,-4.0829624813354394e-05,0.0004107222834883364,0.05478368915157833,0.7127515391096326
nyha3,NYHA Class:3,Patient,3.1549751638104696e-06,0.0011900628600947996,0.0042332296572710724,0.7127515391096326
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.7127515391096326
brand8,Brand: Evolut R,Procedural,0.0,0.0,0.0,0.7127515391096326
