epoch,train_loss,validation_loss
1,0.7409800291061401,0.7208306458059037
2,0.6973695388207068,0.7174569918490558
3,0.692894825568566,0.715097320250606
4,0.6863454534457281,0.7127150577665555
5,0.6797043222647446,0.7122944129767576
6,0.6782422065734863,0.7115566784522216
7,0.6742650270462036,0.7111491173959827
8,0.6640230371401861,0.7125004616368281
9,0.6544130536226126,0.7137288975690818
10,0.6345268373305981,0.7153890163785126
11,0.62228589791518,0.7189998498112455
12,0.5951734208143674,0.7278272311130068
13,0.5822048508203946,0.7357048204447894
14,0.5813564772789295,0.7366145104294931
15,0.5438984219844525,0.7353366928173923
16,0.5426937616788424,0.7330650642365029
17,0.5196953988992251,0.73586645630578
18,0.5791911597435291,0.734995479414345
19,0.5095867193662204,0.736749438992933
20,0.47744005345381224,0.7382576774299808
21,0.5147655720894153,0.7409359075166484
22,0.4527811293418591,0.7423987485657572
