group,total_importance_mean,total_importance_std,average_per_feature_mean,average_per_feature_std
Radiomics,4.502357730943109,1.2379089443621842,0.37519647757859237,0.10315907869684869
Patient,92.71893064038076,1.2459457023282072,6.181262042692052,0.08306304682188076
Procedural,2.6592556758260555,0.2312932004949247,0.2954728528695617,0.025699244499436086
Electrocardiographic,0.11945595285006408,0.030786502905244637,0.05972797642503204,0.015393251452622318
