accuracy,f1_score,auc_roc,log_loss,no_event_accuracy,pacer_accuracy,true_negatives,false_positives,false_negatives,true_positives,data_percentage,fold_model,best_validation_loss,epochs_trained,training_samples,validation_samples,final_context_samples,test_samples,training_dataset,test_dataset,test_file
0.8538011695906432,0.8226950354609929,0.8880065717415114,0.3330080428103921,1.0,0.6987951807228916,88,0,25,58,20,1,0.2872911194298297,69,104,26,130,171,lmu,lmu,/home/ubuntu/TAVI_final/dataset/construct/dataset_splits/lmu/test.xlsx
0.8362573099415205,0.8082191780821918,0.9073110624315444,0.32043923264538476,0.9545454545454546,0.7108433734939759,84,4,24,59,20,2,0.15427466233403447,52,104,26,130,171,lmu,lmu,/home/ubuntu/TAVI_final/dataset/construct/dataset_splits/lmu/test.xlsx
0.8538011695906432,0.8226950354609929,0.9090909090909091,0.34876597019196776,1.0,0.6987951807228916,88,0,25,58,20,3,0.17358754300968904,16,104,26,130,171,lmu,lmu,/home/ubuntu/TAVI_final/dataset/construct/dataset_splits/lmu/test.xlsx
0.8538011695906432,0.8226950354609929,0.9208652792990142,0.2936395714861852,1.0,0.6987951807228916,88,0,25,58,20,4,0.2847332896239621,52,104,26,130,171,lmu,lmu,/home/ubuntu/TAVI_final/dataset/construct/dataset_splits/lmu/test.xlsx
0.8538011695906432,0.8226950354609929,0.9096385542168675,0.3466831347563549,1.0,0.6987951807228916,88,0,25,58,20,5,0.3724402388709658,16,104,26,130,171,lmu,lmu,/home/ubuntu/TAVI_final/dataset/construct/dataset_splits/lmu/test.xlsx
