feature,feature_pretty,group,raw_delta_log_loss,repeat_std_raw,importance_percent,baseline_test_log_loss
DM,Diabetes Mellitus,Patient,0.037655920041131184,0.0030341781467170836,41.626292621809235,0.6914599113561726
CT_AnnScLCC,LCC Annular Calcification,Radiomics,-0.018587127609307363,0.015674828107753145,20.546920962728265,0.6914599113561726
PQADM,PQ Interval,Electrocardiographic,0.004548940488909259,0.002809896728209084,5.028572604352824,0.6914599113561726
PREDILATION,Predilation,Procedural,0.0024636580098375436,0.0019029456147237832,2.72342168576798,0.6914599113561726
CT_ValScLCC,LCC Valvular Calcification,Radiomics,-0.002438500417176459,0.0006640610230988318,2.695611521718696,0.6914599113561726
CT_AnnScRCC,RCC Annular Calcification,Radiomics,-0.0023588058134982105,0.0017525645356860522,2.6075140621567905,0.6914599113561726
CT_AnnScTot,Total Annular Calcification,Radiomics,-0.0020966331717101163,0.005973621515181164,2.3176984078696687,0.6914599113561726
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,0.0020125820342169034,0.002233590651601558,2.224785069391502,0.6914599113561726
CT_Area_Deri,Area-Derived Diameter,Patient,0.0017136144808668652,0.001664016414191173,1.8942949141494685,0.6914599113561726
AFPRE,AF,Patient,0.0016974235503915303,0.0004936900977242105,1.8763968410430487,0.6914599113561726
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,0.001455381686130508,0.0006004863389851604,1.608834517311418,0.6914599113561726
LVEFPRE,LVEF,Patient,-0.001165158289467194,0.0007030760208673815,1.2880104869330167,0.6914599113561726
CABGPRE,CABG,Patient,0.0011108476002388069,0.0006528710411145452,1.227973376172117,0.6914599113561726
CT_AnnScNCC,NCC Annular Calcification,Radiomics,0.0011009216396796306,0.0016212963950172098,1.2170008401581913,0.6914599113561726
SEX,Sex,Patient,-0.0010732783500129628,0.0017712927162834911,1.1864428916752632,0.6914599113561726
QRSADM,QRS,Electrocardiographic,0.0010722645505240268,0.0015459934356022785,1.1853221989889553,0.6914599113561726
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,-0.0009097494852327914,0.002463665519018692,1.0056718370836781,0.6914599113561726
ECC_INDEX,Eccentricity Index,Patient,-0.0009036329019105338,0.0012643850925585117,0.9989103322010497,0.6914599113561726
brand2,Brand: Sapien 3,Procedural,0.0007956522970531621,0.0008503943515517898,0.8795444462961708,0.6914599113561726
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.000732214933087505,0.0008424340646154609,0.8094183606048295,0.6914599113561726
brand8,Brand: Evolut R,Procedural,0.0006420390721847413,0.0011867385981517932,0.7097345188805564,0.6914599113561726
BMI,BMI,Patient,0.0005545338950010192,0.0009832447510161318,0.6130029529702242,0.6914599113561726
nyha4,NYHA Class:4,Patient,-0.0005041815365687708,0.0004939683376455226,0.5573415322956111,0.6914599113561726
model3,Model Size:26mm,Procedural,0.0003897226376951224,0.0006252574969636295,0.43081429268812454,0.6914599113561726
CT_AnnMean,Mean Annulus Diameter,Patient,0.000353059628953023,0.0011405353948041408,0.3902856021494898,0.6914599113561726
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.00034822203316315915,0.0012879052106244556,0.3849379389476626,0.6914599113561726
model7,Model Size:25mm,Procedural,-0.0003275777604980545,0.00038072101924798086,0.3621169712490004,0.6914599113561726
model4,Model Size:29mm,Procedural,0.00031464964247924777,0.0008478841656423898,0.34782573568465036,0.6914599113561726
nyha2,NYHA Class:2,Patient,0.0002947253711764741,0.0005443239836410023,0.32580068499887094,0.6914599113561726
CT_ValScNCC,NCC Valvular Calcification,Radiomics,-0.0002695309284800773,0.0007781478718037525,0.29794978551273227,0.6914599113561726
nyha3,NYHA Class:3,Patient,0.00020159649089013243,0.0006089817455609865,0.2228524628307147,0.6914599113561726
AGE,Age,Patient,-0.00017587920556541014,0.0008053985296539877,0.19442359312852345,0.6914599113561726
model2,Model Size: 23mm,Procedural,0.00011945948066773848,0.0009177327826807846,0.13205507376510953,0.6914599113561726
CT_ValScRCC,RCC Valvular Calcification,Radiomics,7.304557406000445e-05,0.000623354133498451,0.08074736820209275,0.6914599113561726
NTPROBNPPRE,NT-proBNP,Patient,1.3329630540015458e-06,6.465125157406319e-05,0.0014735082844695257,0.6914599113561726
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,0.0,0.0,0.0,0.6914599113561726
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.6914599113561726
model8,Model Size:27mm,Procedural,0.0,0.0,0.0,0.6914599113561726
