feature,feature_pretty,group,raw_delta_log_loss,repeat_std_raw,importance_percent,baseline_test_log_loss
DM,Diabetes Mellitus,Patient,2.018856847335223,0.14530183126011334,93.99779465624754,0.2749216254512785
CT_ValScRCC,RCC Valvular Calcification,Radiomics,0.027764098186219933,0.021960691853442276,1.2926939339799834,0.2749216254512785
model4,Model Size:29mm,Procedural,0.01684931381841437,0.0051125024304450595,0.7845025478119028,0.2749216254512785
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.015359928441722525,0.009927610966889079,0.7151568975806403,0.2749216254512785
CABGPRE,CABG,Patient,0.013055583318504049,0.009776305328740926,0.6078667942752375,0.2749216254512785
CT_ValScLCC,LCC Valvular Calcification,Radiomics,0.01089836212499048,0.0054005299091674525,0.5074267680080734,0.2749216254512785
CT_AnnMean,Mean Annulus Diameter,Patient,0.006173110346668231,0.003026173651278722,0.2874194668742295,0.2749216254512785
CT_Area_Deri,Area-Derived Diameter,Patient,0.005920101253013699,0.0024136493810368643,0.2756393860513156,0.2749216254512785
brand8,Brand: Evolut R,Procedural,-0.0057082543764326865,0.0008057433565305777,0.2657758143821734,0.2749216254512785
AFPRE,AF,Patient,0.003355070392080628,0.00485748144044676,0.1562117780605992,0.2749216254512785
model3,Model Size:26mm,Procedural,0.003247548055258942,0.0040773681715982535,0.15120554765309643,0.2749216254512785
CT_ValScNCC,NCC Valvular Calcification,Radiomics,0.0028602961923233526,0.006943424632179943,0.13317513547180884,0.2749216254512785
QRSADM,QRS,Electrocardiographic,-0.0026459675138408856,0.0017840475373910685,0.1231960113276022,0.2749216254512785
LVEFPRE,LVEF,Patient,-0.002256400143670334,0.0016772410756921868,0.10505778933608248,0.2749216254512785
AGE,Age,Patient,-0.0018477113409202882,0.0006045407265419701,0.0860292751499909,0.2749216254512785
model8,Model Size:27mm,Procedural,0.0017693584589523303,0.0013495348384229794,0.08238117195749822,0.2749216254512785
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,0.001368321521019067,0.003306903893086325,0.06370892791445051,0.2749216254512785
brand2,Brand: Sapien 3,Procedural,-0.0013534062696198945,0.0025066885207270266,0.0630144751402896,0.2749216254512785
model7,Model Size:25mm,Procedural,-0.0011506070386433365,0.0004825413445539589,0.05357216104311075,0.2749216254512785
PQADM,PQ Interval,Electrocardiographic,0.0008494848655807186,0.000691092154329215,0.0395519395363983,0.2749216254512785
nyha2,NYHA Class:2,Patient,0.000769667105986771,0.00027995136695378254,0.03583563177236008,0.2749216254512785
BMI,BMI,Patient,0.0007217157556875242,0.0015229024081446984,0.033603021181436904,0.2749216254512785
nyha4,NYHA Class:4,Patient,-0.0004896191777427172,0.0004092045635328724,0.02279662522380852,0.2749216254512785
SEX,Sex,Patient,0.00041461435192146067,0.0006156729724120668,0.019304407226737524,0.2749216254512785
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.00040840590344046743,0.0001953988757611436,0.019015342419482575,0.2749216254512785
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,0.000369817985037979,0.0009100705593133712,0.017218692382112755,0.2749216254512785
nyha3,NYHA Class:3,Patient,0.00028872738299121623,0.00021770561950654638,0.013443121187055438,0.2749216254512785
ECC_INDEX,Eccentricity Index,Patient,-0.00018849911442765378,0.0009963275087188574,0.00877650194675394,0.2749216254512785
CT_AnnScLCC,LCC Annular Calcification,Radiomics,0.00014989144603031468,0.0005045128781409808,0.006978932351386295,0.2749216254512785
PREDILATION,Predilation,Procedural,0.00014697132059519059,0.0006215205434256671,0.006842971571708634,0.2749216254512785
CT_AnnScTot,Total Annular Calcification,Radiomics,0.00013009876638165886,0.0002934494055212845,0.00605738695317396,0.2749216254512785
CT_AnnScRCC,RCC Annular Calcification,Radiomics,0.00010063048902630989,0.0001849508407604189,0.004685346589154279,0.2749216254512785
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,-9.86877343662873e-05,0.00017827796490952827,0.004594892105548217,0.2749216254512785
model2,Model Size: 23mm,Procedural,9.636566432098536e-05,0.0018660513722788682,0.004486776731452318,0.2749216254512785
CT_AnnScNCC,NCC Annular Calcification,Radiomics,9.087264847161825e-05,0.0006079958682935695,0.0042310224036831885,0.2749216254512785
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,-1.6083582203085812e-05,0.0002443498828902594,0.0007488501521333999,0.2749216254512785
NTPROBNPPRE,NT-proBNP,Patient,0.0,0.0,0.0,0.2749216254512785
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.2749216254512785
