epoch,train_loss,validation_loss
1,0.6680328022031223,0.30666680495330567
2,0.6420111971742967,0.3077553804149474
3,0.6113957990618313,0.3075916854593656
4,0.611964052214342,0.3073193611826209
5,0.6065843140377718,0.30717865949501577
6,0.5938959735281327,0.3071857067563301
7,0.5596990287303925,0.3074497859184764
8,0.566453803988064,0.31177970472993316
9,0.5100932279053856,0.3156222992766719
10,0.5171575423549203,0.31839070401590014
11,0.49120117548634024,0.3180618919175001
12,0.5058942042729434,0.3180681890825867
13,0.4626846979646122,0.3186968884211709
14,0.40455922177609277,0.31804004632137295
15,0.403679888257209,0.31679425387601007
16,0.4143312665469506,0.3147747361656355
