group,total_importance_mean,total_importance_std,average_per_feature_mean,average_per_feature_std
Radiomics,11.053536365420374,1.0407251444544219,0.9211280304516976,0.08672709537120178
Patient,88.68700723828407,1.1008846437559738,5.912467149218938,0.07339230958373148
Procedural,0.1793295283787728,0.12772699524773312,0.01992550315319698,0.014191888360859235
Electrocardiographic,0.08012686791678632,0.027853578120384297,0.04006343395839316,0.013926789060192148
