group,total_importance_mean,total_importance_std,average_per_feature_mean,average_per_feature_std
Radiomics,11.338270406052935,2.1152224745877315,0.9448558671710778,0.1762685395489776
Patient,48.61638954501491,3.0098421597607885,3.241092636334328,0.20065614398405246
Procedural,21.274384874605836,2.029590008820473,2.36382054162287,0.22551000098005256
Electrocardiographic,18.770955174326314,1.8241451841063612,9.385477587163157,0.9120725920531806
