feature,feature_pretty,group,importance_mean,repeat_std,fold_std,raw_mean,raw_fold_std
PQADM,PQ Interval,Electrocardiographic,16.606150698045308,9.82585867598307,6.0838919929179,0.005645212456445963,0.0020682013241114738
NTPROBNPPRE,NT-proBNP,Patient,10.180934345066664,8.622445082440082,4.078584507306549,-0.0034609789124576593,0.0013865028978705244
AGE,Age,Patient,9.130105945182333,9.572848382965462,3.2531984813647026,0.0031037528652851213,0.0011059153276534357
model4,Model Size:29mm,Procedural,7.935441201825862,3.7494307303617163,3.4836521306926156,0.0026976300730075222,0.0011842573730482483
model7,Model Size:25mm,Procedural,5.623589539873063,4.119666348618514,1.4387472543390258,-0.0019117228488217599,0.0004890979294092599
DM,Diabetes Mellitus,Patient,5.0594450321292515,3.159239177286227,1.7549625539700027,0.0017199435701520916,0.0005965943974863384
nyha3,NYHA Class:3,Patient,4.677917509952157,5.449814019109021,3.5842061767095896,-0.0015902444026668406,0.0012184404274744544
model3,Model Size:26mm,Procedural,3.7889072332443225,3.727153391624859,2.3605313199264786,0.001288027954121045,0.0008024557318179907
nyha4,NYHA Class:4,Patient,3.786963545914436,2.6667614587607944,1.5492712735893706,-0.0012873672032868732,0.000526670247133798
CABGPRE,CABG,Patient,3.6970493109369937,5.341121849277387,1.281416481860508,-0.001256801121565947,0.00043561379255371884
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,3.6227588121934136,2.241646915121124,3.73556207237475,-0.001231546283372036,0.0012698934223979602
ECC_INDEX,Eccentricity Index,Patient,2.348419998724933,0.7982364544900316,1.4963311467878264,-0.0007983385235284723,0.0005086734055598453
CT_Area_Deri,Area-Derived Diameter,Patient,2.303886037240281,0.624226653403684,1.5917662801714045,-0.0007831993333164002,0.0005411163005784347
QRSADM,QRS,Electrocardiographic,2.2747626797618934,2.007246245304357,0.9859111103440663,-0.0007732989329527041,0.0003351576040868955
CT_LVOTScTot,Total LVOT Calcification,Radiomics,2.161532179023121,4.735145520657804,0.678543507894021,0.0007348065547463945,0.0002306688848400462
CT_AnnMean,Mean Annulus Diameter,Patient,2.0749179207810515,2.59608311923014,1.043111362714801,-0.0007053622904840262,0.00035460266291278785
CT_ValScRCC,RCC Valvular Calcification,Radiomics,1.7554338030681573,3.011898905245565,1.0177965481993265,-0.00059675459724168,0.00034599696561219686
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,1.7003519488770324,1.2480512754924997,0.9545458604135938,-0.0005780296816933416,0.00032449507892819715
AFPRE,AF,Patient,1.5360951651854147,1.3892896903967222,0.882552885509103,-0.0005221910675429342,0.0003000212772569121
CT_AnnScLCC,LCC Annular Calcification,Radiomics,1.2893688338988787,0.7810659377085627,0.83055398411852,-0.00043831717141624705,0.0002823444025139786
model2,Model Size: 23mm,Procedural,1.2127950114549508,2.717597399650384,0.511011711830533,0.0004122861239954245,0.00017371693979358277
brand2,Brand: Sapien 3,Procedural,0.9563930811639839,10.151307864999788,2.10272850774903,0.0003251230362302548,0.0007148164183446861
nyha2,NYHA Class:2,Patient,0.9354603109111358,1.1458609028448934,0.6154493655172681,0.0003180070020855563,0.0002092202153108732
CT_ValScNCC,NCC Valvular Calcification,Radiomics,0.9092622133408572,0.41494179247054574,0.13353668219771836,0.00030910103528878794,4.539540531953378e-05
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,0.7538256752874843,1.673420808299848,0.7410341602679908,-0.00025626083789680453,0.00025191239970436056
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,0.6086732847981897,3.413402806777472,1.1553985748188083,-0.00020691670644980235,0.0003927743729011686
SEX,Sex,Patient,0.4321861845834976,1.3604909603940771,0.30797846289460257,-0.00014692043189767023,0.00010469637947187485
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.4139527940052925,1.0253561194107093,0.4467733977449724,-0.00014072204399387722,0.0001518793124318378
BMI,BMI,Patient,0.3835533036759562,0.9355195617422928,0.3958066452725881,-0.00013038782599253282,0.00013455331370080322
PREDILATION,Predilation,Procedural,0.35492461646507595,3.157406467590875,0.5896972069182115,-0.00012065558734233316,0.00020046584416567585
CT_ValScLCC,LCC Valvular Calcification,Radiomics,0.35008987039291933,1.3501961497628046,0.37600993477100536,-0.00011901202952772749,0.0001278234797523889
LVEFPRE,LVEF,Patient,0.32623844823830084,2.002375616592018,0.47400110057429706,0.00011090380818856715,0.00016113529053100108
model8,Model Size:27mm,Procedural,0.318966254801968,4.914039158165975,0.8819059727694809,0.00010843164725741872,0.0002998013611594159
CT_AnnScTot,Total Annular Calcification,Radiomics,0.19554289008765618,0.7784887883538637,0.1180921881660413,6.647423469559487e-05,4.0145094655943846e-05
CT_AnnScNCC,NCC Annular Calcification,Radiomics,0.1822584985232286,0.9882776018792193,0.5587948296345588,-6.195824456040721e-05,0.00018996067121213864
CT_AnnScRCC,RCC Annular Calcification,Radiomics,0.11184582134493035,0.7297350288687303,0.19564770085368247,3.802166048825217e-05,6.650986480956288e-05
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.0,0.0
brand8,Brand: Evolut R,Procedural,0.0,0.0,0.0,0.0,0.0
