epoch,train_loss,validation_loss
1,0.6706130504608154,0.8763372488576431
2,0.6605484485626221,0.8760631665163535
3,0.5791236758232117,0.8867836380752991
4,0.6208895444869995,0.9012487767107021
5,0.6064491271972656,0.9199354600026375
6,0.6439398527145386,0.9422927544364974
7,0.537369430065155,0.9722104804845019
8,0.5756152272224426,1.0074144417065547
9,0.5554242134094238,1.0449028664375786
10,0.46893078088760376,1.0882291999292983
11,0.5195087194442749,1.136613597784035
12,0.5127808451652527,1.1902115708971768
13,0.49279144406318665,1.2483232852153878
14,0.4785802662372589,1.3079875783984767
15,0.5057609677314758,1.3674366779863791
16,0.4291496276855469,1.4278281211741048
17,0.44141072034835815,1.4807658929688141
