accuracy,f1_score,auc_roc,log_loss,no_event_accuracy,pacer_accuracy,true_negatives,false_positives,false_negatives,true_positives,fold_model,best_validation_loss,epochs_trained,training_samples,validation_samples,final_context_samples,test_samples,training_dataset,test_dataset,test_file
0.4678362573099415,0.5284974093264249,0.4648138006571741,0.765781018786137,0.32954545454545453,0.6144578313253012,29,59,32,51,1,0.6303142636207599,20,208,52,260,171,tum,lmu,/home/ubuntu/TAVI_final/dataset/construct/dataset_splits/lmu/test.xlsx
0.4619883040935672,0.5353535353535354,0.48001095290251916,0.7392379473621158,0.29545454545454547,0.6385542168674698,26,62,30,53,2,0.6277114839085898,16,208,52,260,171,tum,lmu,/home/ubuntu/TAVI_final/dataset/construct/dataset_splits/lmu/test.xlsx
0.5029239766081871,0.5893719806763285,0.4864457831325301,0.7402956840788332,0.2840909090909091,0.7349397590361446,25,63,22,61,3,0.6366538421008349,16,208,52,260,171,tum,lmu,/home/ubuntu/TAVI_final/dataset/construct/dataset_splits/lmu/test.xlsx
0.4853801169590643,0.6535433070866141,0.4882256297918948,0.7832908743749851,0.0,1.0,0,88,0,83,4,0.6633378056808498,40,208,52,260,171,tum,lmu,/home/ubuntu/TAVI_final/dataset/construct/dataset_splits/lmu/test.xlsx
0.4853801169590643,0.6535433070866141,0.4742606790799562,0.737530724930924,0.0,1.0,0,88,0,83,5,0.7111491173959827,22,208,52,260,171,tum,lmu,/home/ubuntu/TAVI_final/dataset/construct/dataset_splits/lmu/test.xlsx
