feature,feature_pretty,group,raw_delta_log_loss,repeat_std_raw,importance_percent,baseline_test_log_loss
DM,Diabetes Mellitus,Patient,2.0783586624323354,0.14701046967942522,94.99013704497624,0.27898499491890055
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.03842105811739895,0.011187407898210724,1.756011434385206,0.27898499491890055
CT_ValScRCC,RCC Valvular Calcification,Radiomics,0.0374118810426828,0.029525817406286868,1.7098876010148163,0.27898499491890055
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,0.006858176860615251,0.004168099259888871,0.3134488631072535,0.27898499491890055
model4,Model Size:29mm,Procedural,0.004835634371621089,0.0023104022404870817,0.2210097708169941,0.27898499491890055
CT_AnnMean,Mean Annulus Diameter,Patient,0.004468185650298995,0.0021318285215254575,0.20421574723179714,0.27898499491890055
CT_ValScLCC,LCC Valvular Calcification,Radiomics,0.004468004644306333,0.007870042027000927,0.20420747446138476,0.27898499491890055
brand2,Brand: Sapien 3,Procedural,-0.0028803321769185985,0.0010510492221201485,0.13164385587824887,0.27898499491890055
brand8,Brand: Evolut R,Procedural,-0.0010829852933863181,0.0013214072115574939,0.049497193769272904,0.27898499491890055
CT_ValScNCC,NCC Valvular Calcification,Radiomics,-0.0010623014130078934,0.006180362230217735,0.04855184941303505,0.27898499491890055
LVEFPRE,LVEF,Patient,0.0009682205026285029,0.0003282851389057827,0.04425193778960255,0.27898499491890055
QRSADM,QRS,Electrocardiographic,-0.0008866741977312853,0.001015316258179845,0.04052491279737491,0.27898499491890055
AFPRE,AF,Patient,0.0008424150455406787,0.0003838529355270051,0.03850207477231529,0.27898499491890055
model3,Model Size:26mm,Procedural,-0.0007199943208296755,0.0007502673542161685,0.03290690891974094,0.27898499491890055
BMI,BMI,Patient,0.0006967871697136308,0.00043809322202746675,0.03184623998671055,0.27898499491890055
CABGPRE,CABG,Patient,0.000599520958613331,0.0016592216742614214,0.027400746102873328,0.27898499491890055
CT_AnnScNCC,NCC Annular Calcification,Radiomics,0.0005537016873498945,0.0004684185539389694,0.02530660377061528,0.27898499491890055
AGE,Age,Patient,-0.0004502861090743493,0.00016524572779861988,0.02058005674553013,0.27898499491890055
SEX,Sex,Patient,-0.00032710958746854366,0.0001561439721232893,0.01495034764885015,0.27898499491890055
model8,Model Size:27mm,Procedural,0.00027236651279127777,0.000702704385495167,0.012448348229860958,0.27898499491890055
ECC_INDEX,Eccentricity Index,Patient,0.0002458554425701531,0.00015812162879097288,0.01123667565426882,0.27898499491890055
nyha3,NYHA Class:3,Patient,0.00023051653999711652,0.0001916049677577312,0.01053562030522378,0.27898499491890055
model2,Model Size: 23mm,Procedural,-0.00020314254670342758,0.0003193061345380846,0.009284508347775274,0.27898499491890055
CT_Area_Deri,Area-Derived Diameter,Patient,-0.0001889379753719278,0.0006368060937510038,0.008635296928286589,0.27898499491890055
nyha2,NYHA Class:2,Patient,-0.00014118339242640275,0.00010379124213643992,0.006452702335487909,0.27898499491890055
PQADM,PQ Interval,Electrocardiographic,-0.00012372369373473414,0.0004714846802774186,0.005654717270896302,0.27898499491890055
CT_AnnScRCC,RCC Annular Calcification,Radiomics,-0.00012207020876999763,0.00010988188584104161,0.005579145731565207,0.27898499491890055
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.00011613281584477164,0.00013700463768089448,0.005307780746372016,0.27898499491890055
CT_AnnScLCC,LCC Annular Calcification,Radiomics,0.00011444087682173087,0.00020034972195386155,0.005230451687352773,0.27898499491890055
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,0.00010448806242095987,0.00034119010745337856,0.004775564270180025,0.27898499491890055
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,-7.371755195871854e-05,0.00039525423380761286,0.003369216531175503,0.27898499491890055
model7,Model Size:25mm,Procedural,-5.992639956470258e-05,0.00034477430474898663,0.002738900176450382,0.27898499491890055
PREDILATION,Predilation,Procedural,4.4322879272129526e-05,0.0001300277862293011,0.0020257506331271117,0.27898499491890055
nyha4,NYHA Class:4,Patient,2.6849673359907732e-05,0.0002445224068047635,0.0012271482291153959,0.27898499491890055
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,-1.0619713657766816e-05,5.906925217714934e-05,0.00048536764802139534,0.27898499491890055
CT_AnnScTot,Total Annular Calcification,Radiomics,-2.891224587198149e-06,0.00011278644582144264,0.00013214168696193377,0.27898499491890055
NTPROBNPPRE,NT-proBNP,Patient,0.0,0.0,0.0,0.27898499491890055
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.27898499491890055
