epoch,train_loss,validation_loss
1,0.7001165151596069,0.6277114839085898
2,0.6782096349276029,0.6318410697374677
3,0.6541955150090731,0.6344595551871807
4,0.6443443619287931,0.635221602121801
5,0.636919576388139,0.6353941201575872
6,0.62515677855565,0.6371007488615363
7,0.6369561942724081,0.6333232585278343
8,0.6051557935201205,0.6334127583371673
9,0.6187562690331385,0.6391821607327712
10,0.6179741024971008,0.6384534263203079
11,0.615759741801482,0.6368075398816203
12,0.5851931342711816,0.6418344833832641
13,0.6276913422804612,0.6481623346226845
14,0.6043989085234128,0.6450468496943985
15,0.6143241765407416,0.6442242052791496
16,0.5949045855265397,0.6455247075632471
