feature,feature_pretty,group,importance_mean,repeat_std,fold_std,raw_mean,raw_fold_std
DM,Diabetes Mellitus,Patient,82.40252616624683,6.796522009207149,14.582974673559852,0.7288345582750425,0.12898361736018882
CABGPRE,CABG,Patient,4.358387254374359,0.7654918418346942,2.873690600116506,-0.038549100338560564,0.02541724285162714
LVEFPRE,LVEF,Patient,2.7052649885106193,3.403749729677677,0.8168679793414603,0.02392755058188624,0.007225040791725482
PQADM,PQ Interval,Electrocardiographic,2.5734076123067178,3.381406546434924,1.3899697653944731,0.022761297348981815,0.012294016301552503
nyha3,NYHA Class:3,Patient,1.1778923549535667,1.0629613899362487,0.909048964922472,-0.010418232233392145,0.008040363950286785
CT_ValScNCC,NCC Valvular Calcification,Radiomics,1.1512290075680802,0.3457137217996094,0.33782458653807107,-0.010182400033604622,0.002987993751637898
PREDILATION,Predilation,Procedural,1.0277937584937202,1.7765053471171128,0.9334158485638908,-0.009090638901753162,0.008255884368186393
QRSADM,QRS,Electrocardiographic,0.8913665574654116,0.2821164034268525,0.5242928613692852,-0.007883966443707856,0.004637269921214669
nyha2,NYHA Class:2,Patient,0.6370175173682292,0.9186946245101427,0.1962054757297129,-0.0056342979091181435,0.001735399846190457
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,0.6253571473706218,0.7672606033759571,1.870659158523065,0.00553116417023999,0.01654562189919595
CT_ValScLCC,LCC Valvular Calcification,Radiomics,0.5581797807981143,0.1987407316328357,0.4918855112230429,-0.004936993231922213,0.004350633117373865
model2,Model Size: 23mm,Procedural,0.27734734068519223,0.3098801056147234,0.245384107562537,-0.0024530840975582756,0.0021703754237126075
CT_Area_Deri,Area-Derived Diameter,Patient,0.2090117113812141,0.7297661463762768,1.5555104163487652,0.0018486685472664098,0.013758191646995434
model4,Model Size:29mm,Procedural,0.20805999032365516,0.20153803664729542,0.10433402475082316,0.0018402507568313498,0.0009228144618880807
nyha4,NYHA Class:4,Patient,0.14474900693706683,0.08479349244113109,0.0946752251276055,-0.001280277237118752,0.0008373842295351005
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,0.13473160383742863,0.08421322414410613,0.0497704477049681,0.0011916752257136885,0.0004402100755384368
CT_ValScRCC,RCC Valvular Calcification,Radiomics,0.10373072351793515,0.06792755819454431,0.10799555779576518,-0.0009174783780562378,0.0009552000202389957
NTPROBNPPRE,NT-proBNP,Patient,0.09443755264326079,0.143449041136967,0.0647634486835973,-0.0008352820619414513,0.0005728202970191529
AFPRE,AF,Patient,0.08092436511434008,0.06540876717010197,0.06552645827108795,0.000715760506938894,0.0005795689706524881
CT_AnnScLCC,LCC Annular Calcification,Radiomics,0.07185258929815419,0.10620198319944758,0.2528296395135711,-0.0006355223877042881,0.002236229727495802
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.06839882414628377,0.07611716034028063,0.05731085403301067,0.0006049744965659664,0.0005069035250114016
AGE,Age,Patient,0.06036134079151947,0.0731011351430151,0.055722137352561874,-0.0005338844960155687,0.0004928516303196902
CT_AnnMean,Mean Annulus Diameter,Patient,0.05776213977188932,0.07323646035864792,0.07285135212488172,0.0005108950609199958,0.0006443562535759593
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,0.052100272971638696,0.0734096689432967,0.07129640534448248,0.0004608169337027857,0.0006306030471809628
brand2,Brand: Sapien 3,Procedural,0.049034801223619494,0.07763384381130022,0.044365854359358255,0.0004337034233370396,0.000392407482742231
model8,Model Size:27mm,Procedural,0.04249977647838101,0.03156771760427266,0.047549977177754076,-0.0003759023813653029,0.0004205704390957413
ECC_INDEX,Eccentricity Index,Patient,0.03651179999525358,0.11205482375822948,0.09879600601463903,0.0003229398764751412,0.0008738317470722454
CT_AnnScNCC,NCC Annular Calcification,Radiomics,0.03281373362574742,0.08657789573711433,0.10744224620026474,0.0002902311878670627,0.0009503060851734442
model3,Model Size:26mm,Procedural,0.03009798088303151,0.23935600253158212,0.2169656042830217,-0.00026621087510834594,0.0019190192062736393
CT_AnnScRCC,RCC Annular Calcification,Radiomics,0.0290505038859819,0.07738896489047611,0.08965274979695907,-0.0002569461417322394,0.0007929613973797631
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.028974847932117156,0.07501372469043802,0.04593778643691748,-0.00025627697931354556,0.00040631092083677256
model7,Model Size:25mm,Procedural,0.027975028577871316,0.0636129372316621,0.03874839324259669,0.0002474337686583716,0.0003427221152887854
brand8,Brand: Evolut R,Procedural,0.015970343624366404,0.017302218230247184,0.015192401075801287,0.00014125462995494333,0.00013437387714157793
SEX,Sex,Patient,0.01258806190771264,0.19037141554709042,0.15466237436583447,0.00011133899610719308,0.0013679590729448435
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,0.009041716339246636,0.06645404682593037,0.03537307886574432,-7.997224891950428e-05,0.00031286810622686097
CT_AnnScTot,Total Annular Calcification,Radiomics,0.008514586862703323,0.09526596180273648,0.17802443885315963,-7.530988968047929e-05,0.0015745920579174233
BMI,BMI,Patient,0.0050372117881304235,0.047595353619098925,0.027026624902578945,-4.455317329875362e-05,0.00023904531983395588
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.0,0.0
