epoch,train_loss,validation_loss
1,0.8155090808868408,0.38304520932885977
2,0.7588369131088257,0.38979685731554237
3,0.7485193371772766,0.39710273710853916
4,0.7318274021148682,0.4049872332469415
5,0.7544415831565857,0.4145499547176528
6,0.7142199397087097,0.4245179516347613
7,0.7050131797790528,0.43321695670431454
8,0.699285888671875,0.44050635868963467
9,0.6994168877601623,0.44671369747081735
10,0.6979892730712891,0.45209914812934915
11,0.6936381578445434,0.4568656873995981
12,0.6918544054031373,0.46095065632277993
13,0.6885334134101868,0.4643887211969987
14,0.6893957614898681,0.4674441166200607
15,0.6865517735481262,0.4700357779573233
16,0.6851992964744568,0.47221526487458815
