feature,feature_pretty,group,raw_delta_log_loss,repeat_std_raw,importance_percent,baseline_test_log_loss
DM,Diabetes Mellitus,Patient,1.8191837084514995,0.1453982785626082,87.04490666787186,0.39256322766170115
CT_Area_Deri,Area-Derived Diameter,Patient,0.10235896235706332,0.013466446514991558,4.897705648746648,0.39256322766170115
CT_ValScLCC,LCC Valvular Calcification,Radiomics,0.031159177135440343,0.012536333805604271,1.4909146629895742,0.39256322766170115
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,0.02199682091000139,0.010147770776836469,1.0525111973055086,0.39256322766170115
CT_ValScRCC,RCC Valvular Calcification,Radiomics,0.019079632661998514,0.009087182334225131,0.9129286045193371,0.39256322766170115
model4,Model Size:29mm,Procedural,0.018634681332934232,0.007556049144319835,0.8916384254515431,0.39256322766170115
PREDILATION,Predilation,Procedural,0.013724068642408327,0.015145887399083431,0.6566737974466357,0.39256322766170115
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.009355468375598919,0.001728725837340164,0.44764356002363875,0.39256322766170115
CT_ValScNCC,NCC Valvular Calcification,Radiomics,0.008299626139561634,0.00462841708354629,0.3971232698160636,0.39256322766170115
model2,Model Size: 23mm,Procedural,0.008291488298172134,0.003184075480046374,0.3967338876767359,0.39256322766170115
BMI,BMI,Patient,0.004809317355166998,0.0005774070734666361,0.23011781513425336,0.39256322766170115
LVEFPRE,LVEF,Patient,-0.004282641147440225,0.002092648527068441,0.20491723691184355,0.39256322766170115
AFPRE,AF,Patient,0.00420195220710815,0.0029584955639099008,0.20105640567874422,0.39256322766170115
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.0032129409000200004,0.0013858449564923476,0.15373386397005837,0.39256322766170115
brand2,Brand: Sapien 3,Procedural,0.003018108297194233,0.0017618090867314847,0.1444114488395583,0.39256322766170115
model8,Model Size:27mm,Procedural,0.0026052079534928385,0.0015423065559874401,0.12465485597120352,0.39256322766170115
NTPROBNPPRE,NT-proBNP,Patient,-0.002440031956326927,0.0013894896795912568,0.11675145996436602,0.39256322766170115
PQADM,PQ Interval,Electrocardiographic,0.002168883470132421,0.002010358042962293,0.10377745708368621,0.39256322766170115
model3,Model Size:26mm,Procedural,-0.0020042064996265373,0.0012399945207004894,0.09589793867032378,0.39256322766170115
CT_AnnScTot,Total Annular Calcification,Radiomics,0.0013229204433434338,0.000701879453733544,0.06329953703129203,0.39256322766170115
CT_AnnScRCC,RCC Annular Calcification,Radiomics,0.0009716450455402592,0.0009238217439581339,0.046491595054654604,0.39256322766170115
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,0.0008733003036003551,0.0006313173943340988,0.04178596315851061,0.39256322766170115
brand8,Brand: Evolut R,Procedural,-0.0008172378566987604,0.0015561946656735515,0.03910346856741971,0.39256322766170115
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,0.0007536059887834568,0.00027186020966682304,0.036058789804050265,0.39256322766170115
AGE,Age,Patient,0.0007505909184562842,0.001378283455916743,0.03591452371700994,0.39256322766170115
nyha3,NYHA Class:3,Patient,0.0007250307049067484,0.0017686166252559692,0.034691510124433264,0.39256322766170115
CABGPRE,CABG,Patient,-0.0005018201685473622,0.0018229076225335327,0.0240112581991196,0.39256322766170115
model7,Model Size:25mm,Procedural,0.00041435131014847524,0.0018410942247573463,0.019826019193127587,0.39256322766170115
SEX,Sex,Patient,0.00039408076992272225,0.0011308525754190057,0.01885610764771257,0.39256322766170115
nyha2,NYHA Class:2,Patient,0.00036885482374817704,0.000749602758654597,0.01764908819158457,0.39256322766170115
QRSADM,QRS,Electrocardiographic,-0.00036788262631066716,0.0014024145760303359,0.017602570165495376,0.39256322766170115
ECC_INDEX,Eccentricity Index,Patient,0.00023971669894892189,0.0009042229475721823,0.011470044278541066,0.39256322766170115
nyha4,NYHA Class:4,Patient,-0.00023866613900491718,0.0022900275591359034,0.011419776737198177,0.39256322766170115
CT_AnnScNCC,NCC Annular Calcification,Radiomics,-0.0002001580873055353,0.0008040342350686629,0.009577230681754739,0.39256322766170115
CT_AnnMean,Mean Annulus Diameter,Patient,0.00014203143291405818,0.00666742663300605,0.006795967204671074,0.39256322766170115
CT_AnnScLCC,LCC Annular Calcification,Radiomics,1.6732545863629154e-05,0.0004325754371294525,0.0008006244153622353,0.39256322766170115
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,1.1447039629886025e-05,0.0009411439933226212,0.0005477217565096858,0.39256322766170115
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.39256322766170115
