feature,feature_pretty,group,importance_mean,repeat_std,fold_std,raw_mean,raw_fold_std
DM,Diabetes Mellitus,Patient,44.45888711941363,3.6572193293203026,19.012261294278776,0.0367870464894367,0.015731499041426653
CT_AnnScLCC,LCC Annular Calcification,Radiomics,17.790065213957618,13.04863888542057,10.430346209391889,-0.014720205530970138,0.008630482132294991
PQADM,PQ Interval,Electrocardiographic,4.669209661114794,2.919130281924854,1.8910163257681176,0.003863489259436559,0.0015647019076628881
CT_ValScLCC,LCC Valvular Calcification,Radiomics,2.881323171132139,0.6602077863571453,1.964400068892197,-0.0023841210681417335,0.0016254225272011938
PREDILATION,Predilation,Procedural,2.865321208354117,2.0907513138751144,0.8243092053520232,0.002370880409484304,0.0006820661294896453
CT_AnnScTot,Total Annular Calcification,Radiomics,2.8116132625747814,5.397941249476118,3.269431931746642,-0.0023264403250321266,0.002705257649481147
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,1.8675917834625726,1.8517637903374415,0.7874965569740981,0.0015453195123169739,0.0006516058841928918
QRSADM,QRS,Electrocardiographic,1.8435901129119725,1.8487862559154304,0.8604303674639237,0.0015254595781715797,0.000711954211624808
CT_Area_Deri,Area-Derived Diameter,Patient,1.8149642652393623,1.757397842323698,0.7087866566201144,0.0015017734164756425,0.0005864781909214927
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,1.7801764924569488,0.6765900791730928,0.42914977448052377,0.0014729886335553388,0.0003550955439424981
AFPRE,AF,Patient,1.6871067785575458,0.7188932279475165,0.7153497599115514,0.0013959790610309543,0.000591908762884497
CABGPRE,CABG,Patient,1.5701569656863452,0.9344830799475483,0.4201356992049682,0.0012992101475071348,0.00034763694055167345
CT_AnnScRCC,RCC Annular Calcification,Radiomics,1.5301321122099314,1.8044347440553414,1.607449569767721,-0.0012660919963124152,0.0013300675271884783
LVEFPRE,LVEF,Patient,1.1413504854035434,0.727393582964932,0.33178629382125296,-0.0009443986587992458,0.0002745331385056342
brand2,Brand: Sapien 3,Procedural,1.1231036722865384,0.9513840672606502,0.36893863678811745,0.0009293005219381857,0.00030527446057792553
ECC_INDEX,Eccentricity Index,Patient,1.1067513692352962,1.349999815119268,0.5073593979385255,-0.0009157699778438255,0.00041980928826864695
BMI,BMI,Patient,1.0782307550851822,1.2059543488359972,0.2432701888014121,0.0008921708905380755,0.0002012914025691793
SEX,Sex,Patient,0.8125268877354074,2.4295605110659495,0.4622603574700804,-0.0006723169725943867,0.0003824925535090577
CT_AnnScNCC,NCC Annular Calcification,Radiomics,0.7921732319944484,1.5894118973902107,0.3847848218674398,0.0006554755505866439,0.00031838622258914106
CT_AnnMean,Mean Annulus Diameter,Patient,0.7768185613159327,1.2887845178948947,0.4130911420703224,0.0006427704870846406,0.0003418079945838257
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.7542959483811185,1.2244192937973462,0.35905926441889746,0.0006241343838715485,0.00029709987605319835
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.7506335457988691,1.6847791552156675,0.22085150605779638,0.0006211039667202067,0.0001827412953182671
brand8,Brand: Evolut R,Procedural,0.6964373339493115,1.3299402987910778,0.09321892819752862,0.000576259871556375,7.713303835265176e-05
CT_ValScNCC,NCC Valvular Calcification,Radiomics,0.5545054705166699,0.8424894206906988,0.5169960462938964,-0.000458819818583276,0.00042778303331762247
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,0.5402355017570958,2.146289158612454,0.7386944109310292,-0.00044701228046943874,0.000611225053011746
model4,Model Size:29mm,Procedural,0.46887970236313975,0.9519174094948739,0.19321904774245197,0.0003879696620038464,0.0001598771033754121
nyha4,NYHA Class:4,Patient,0.4209746523241278,0.6777037334529442,0.18556054282960302,-0.00034833112363624074,0.00015354015266605593
nyha2,NYHA Class:2,Patient,0.38627499244493907,0.6694168384113911,0.17248906551694537,0.00031961924882671687,0.00014272429390884518
model7,Model Size:25mm,Procedural,0.3535177751832786,0.4069480510580431,0.2792384776994794,-0.00029251462807827977,0.00023105299134410192
model3,Model Size:26mm,Procedural,0.3004677888803501,0.7680649716831497,0.24360935468503805,0.0002486189653922555,0.00020157204187297177
nyha3,NYHA Class:3,Patient,0.1851863384903685,0.6794748735595931,0.08626049771647089,0.00015323052115443048,7.137535699385754e-05
CT_ValScRCC,RCC Valvular Calcification,Radiomics,0.14279600309630558,0.7821586152897295,0.31355153204009867,0.00011815507640351441,0.00025944497339782584
model2,Model Size: 23mm,Procedural,0.029837354536548035,0.9871843231448943,0.4817983556733137,2.4688610524812304e-05,0.0003986590681202393
AGE,Age,Patient,0.012949482337892617,1.0913462652430792,0.4812191172790321,1.0714915276639476e-05,0.0003981797832995988
NTPROBNPPRE,NT-proBNP,Patient,0.0019149998119000566,0.07686224172619745,0.02992864909261221,1.584546795299069e-06,2.4764151261339173e-05
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,0.0,0.0,0.0,0.0,0.0
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.0,0.0
model8,Model Size:27mm,Procedural,0.0,0.0,0.0,0.0,0.0
