epoch,train_loss,validation_loss
1,0.67022705078125,0.7098067380011512
2,0.6745850443840027,0.7122339935979665
3,0.6538357734680176,0.7147275450635773
4,0.6810883283615112,0.7166122780971993
5,0.6415090560913086,0.7184405143410694
6,0.6312582492828369,0.7201928085319996
7,0.663225531578064,0.7218146873064452
8,0.6204492449760437,0.7238935764299462
9,0.6347416639328003,0.7254061554659454
10,0.597701370716095,0.7269184634700385
11,0.6320306062698364,0.7280306115051483
12,0.6137132048606873,0.7278134322907331
13,0.6040328145027161,0.7265743651040278
14,0.5954923629760742,0.7255586374624953
15,0.5979017615318298,0.7270961079100516
16,0.5724787712097168,0.7292740468623619
