group,total_importance_mean,total_importance_std,average_per_feature_mean,average_per_feature_std
Radiomics,3.029044583092868,0.9264996783306632,0.2524203819244057,0.07720830652755527
Patient,96.09448458066494,0.8711251340628465,6.406298972044328,0.05807500893752334
Procedural,0.7470954970293558,0.3999325620654025,0.08301061078103954,0.04443695134060028
Electrocardiographic,0.12937533921283403,0.11518005413626571,0.06468766960641702,0.057590027068132855
