epoch,train_loss,validation_loss
1,0.6660706059021109,0.2379979005356574
2,0.6334366079638986,0.23860307283698953
3,0.619126517106505,0.23977194040603014
4,0.6064359685953926,0.24007573101194513
5,0.5882765659514595,0.23992903502150298
6,0.5658116866560543,0.23927362881179395
7,0.5456187821486417,0.24161147648184556
8,0.5468917638063431,0.2419814904770903
9,0.5234021604718531,0.24118132510575185
10,0.5302779043422026,0.24269078486453885
11,0.5138841411646675,0.2385528968654221
12,0.4907306590501,0.2383711579923912
13,0.4664470087736845,0.2395032497443132
14,0.5060931716990822,0.23859064153136428
15,0.49118061122648854,0.23808087298101932
16,0.45050119279938583,0.2341819730230738
17,0.42252582667724176,0.23790891900514935
18,0.4294917640440604,0.24391873288955168
19,0.4162497505929102,0.2436527761638552
20,0.42998435320880485,0.24628179354866445
21,0.4496211671434781,0.24542849290235325
22,0.4370722709333195,0.24516543540357078
23,0.42320962688502145,0.25264497004697556
24,0.37635192384614663,0.25571558972932884
25,0.38539321337114363,0.2520198368680094
26,0.34103891798568997,0.2555492057059282
27,0.38802970200777054,0.2583461143445379
28,0.37267349600134525,0.260730619424876
29,0.3887038220761015,0.26449064017021234
30,0.366835290182601,0.2621257610097321
31,0.3899351054912104,0.2524471466593564
