group,total_importance_mean,total_importance_std,average_per_feature_mean,average_per_feature_std
Radiomics,34.3143721093762,5.944295555575037,2.8595310091146837,0.4953579629645864
Patient,55.41621448320626,7.031227445466005,3.6944142988804174,0.4687484963644003
Procedural,4.378552491592947,2.144444292441108,0.4865058323992163,0.23827158804901194
Electrocardiographic,5.89086091582461,0.5577648110695324,2.945430457912305,0.2788824055347662
