epoch,train_loss,validation_loss
1,0.6778819056657645,0.6373311754361838
2,0.6666535964378943,0.638467241065312
3,0.6617151177846469,0.6350484778529033
4,0.6572222297008221,0.6321447529477247
5,0.6497095135542063,0.6303142636207599
6,0.6373603435663077,0.6338944372780511
7,0.6294773519039154,0.637819097362426
8,0.5890180411247107,0.6394103264680311
9,0.5834521513718826,0.6406527493591565
10,0.5533516097527283,0.6388841461265904
11,0.5681426083812346,0.6376657274808507
12,0.5491903630586771,0.6424179105565552
13,0.515562847829782,0.6398236003474937
14,0.5345489278149146,0.6437252391709033
15,0.5380218689544842,0.6445872954581525
16,0.5127437263727188,0.6466240214541432
17,0.495297673659829,0.6468495708972467
18,0.4792136579322127,0.6435461232744851
19,0.6245515111905451,0.6498248362740043
20,0.5105918107124475,0.6470365677977397
