feature,feature_pretty,group,raw_delta_log_loss,repeat_std_raw,importance_percent,baseline_test_log_loss
brand2,Brand: Sapien 3,Procedural,0.02493996483837524,0.05138406615247995,24.893319332144426,0.7180256047739667
AFPRE,AF,Patient,-0.008543373533471899,0.004193805287981054,8.527394762612746,0.7180256047739667
PQADM,PQ Interval,Electrocardiographic,-0.006285838491666929,0.006689643367140278,6.2740820148463285,0.7180256047739667
model4,Model Size:29mm,Procedural,0.006064580495448513,0.0024144820292530105,6.053237840030954,0.7180256047739667
CT_AnnScNCC,NCC Annular Calcification,Radiomics,-0.005690633095789721,0.0036464801770779275,5.67998983854188,0.7180256047739667
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.00478126749317358,0.0038080423360428773,4.772325032986112,0.7180256047739667
LVEFPRE,LVEF,Patient,-0.004043321645868203,0.0018473435110806294,4.0357593743795395,0.7180256047739667
PREDILATION,Predilation,Procedural,-0.00393952928413992,0.01425656472724925,3.9321611367122595,0.7180256047739667
NTPROBNPPRE,NT-proBNP,Patient,-0.003570890022479278,0.001305554574351581,3.564211345349116,0.7180256047739667
CABGPRE,CABG,Patient,-0.003459645010883117,0.0055882816960862195,3.453174396591663,0.7180256047739667
model7,Model Size:25mm,Procedural,0.0032349473282113016,0.010409077452791005,3.2288969686084585,0.7180256047739667
nyha2,NYHA Class:2,Patient,-0.003098529621097379,0.0019987938862990502,3.092734405118371,0.7180256047739667
AGE,Age,Patient,0.0030445866912678587,0.005095240278470514,3.038892365377741,0.7180256047739667
CT_ValScLCC,LCC Valvular Calcification,Radiomics,-0.0030094807851325676,0.0010649661332005715,3.0038521182268947,0.7180256047739667
BMI,BMI,Patient,-0.0029476071931413992,0.003592612139683184,2.9420942491342728,0.7180256047739667
DM,Diabetes Mellitus,Patient,-0.0028063584989594047,0.00266782850095164,2.8011097340273996,0.7180256047739667
model2,Model Size: 23mm,Procedural,-0.0015193976400789567,0.0018049012699073125,1.5165558930056675,0.7180256047739667
CT_AnnScLCC,LCC Annular Calcification,Radiomics,-0.0014216307100644032,0.0008762550092012003,1.4189718176171218,0.7180256047739667
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.0013801605822773677,0.000584921086239148,1.3775792518922871,0.7180256047739667
model8,Model Size:27mm,Procedural,-0.0011063528235779607,0.0022921316363551237,1.1042835990277209,0.7180256047739667
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,-0.0010771071998690652,0.001967945697347046,1.0750926737489066,0.7180256047739667
model3,Model Size:26mm,Procedural,0.0006471449981976241,0.0017771010457429928,0.6459346353827087,0.7180256047739667
QRSADM,QRS,Electrocardiographic,0.0005545891620474697,0.004178206707490845,0.5535519074891144,0.7180256047739667
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,-0.0005102787194427138,0.0011099862039166857,0.5093243392203892,0.7180256047739667
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,-0.0004916772971030436,0.0005628962903917198,0.490757707337212,0.7180256047739667
SEX,Sex,Patient,0.00040476819095152105,0.00047025465861268997,0.4040111482974748,0.7180256047739667
CT_ValScRCC,RCC Valvular Calcification,Radiomics,-0.0003984912486468373,0.0012901140996612085,0.39774594583096967,0.7180256047739667
CT_ValScNCC,NCC Valvular Calcification,Radiomics,0.0003575346764021381,0.00029473371803267096,0.35686597513956914,0.7180256047739667
CT_AnnScTot,Total Annular Calcification,Radiomics,-0.00027618021070896503,0.000908547478360751,0.2756636676495446,0.7180256047739667
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,0.00021848996736426596,0.00028096759304997677,0.21808132303777605,0.7180256047739667
CT_AnnMean,Mean Annulus Diameter,Patient,-0.0001331174795418777,0.0002557815991895476,0.13286850837204484,0.7180256047739667
nyha3,NYHA Class:3,Patient,0.0001046953006953677,0.001351778927121945,0.10449948785711509,0.7180256047739667
CT_AnnScRCC,RCC Annular Calcification,Radiomics,8.230606593737644e-05,0.0004639594014933633,0.08215212794522626,0.7180256047739667
ECC_INDEX,Eccentricity Index,Patient,-3.363307616985889e-05,0.0006160747826057444,0.033570171836424204,0.7180256047739667
nyha4,NYHA Class:4,Patient,8.364393094173472e-06,0.0011945487733676264,0.008348749072511064,0.7180256047739667
CT_Area_Deri,Area-Derived Diameter,Patient,-9.078535210482741e-07,0.0004109937411343831,0.0009061555520516394,0.7180256047739667
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.7180256047739667
brand8,Brand: Evolut R,Procedural,0.0,0.0,0.0,0.7180256047739667
