epoch,train_loss,validation_loss
1,0.49931639432907104,1.5268202312501504
2,0.5432615876197815,1.5295016173327198
3,0.549042820930481,1.522145764680349
4,0.515825092792511,1.5169695954213178
5,0.566767692565918,1.5088428826282196
6,0.4745063781738281,1.5029479678437525
7,0.5305303335189819,1.4948518738796972
8,0.4480254650115967,1.4909606138124825
9,0.4926406145095825,1.483909690696113
10,0.5622339248657227,1.478575779218194
11,0.4642389416694641,1.4782913032621114
12,0.3824229836463928,1.4845926186829086
13,0.4350177049636841,1.4971880407893297
14,0.4593939185142517,1.513572920577173
15,0.42628026008605957,1.528972384589658
16,0.40110641717910767,1.5533936512334932
17,0.3657175898551941,1.5802130646642618
18,0.39230066537857056,1.606077328146536
19,0.4072701334953308,1.6323069922165727
20,0.3203042149543762,1.659714330248799
21,0.5873973965644836,1.6764922957004647
22,0.2891485095024109,1.6907112453450024
23,0.3062079846858978,1.712969665043595
24,0.1906704306602478,1.7416824824699157
25,0.20322608947753906,1.775234701135975
26,0.2617132365703583,1.8108752569485835
