group,total_importance_mean,total_importance_std,average_per_feature_mean,average_per_feature_std
Radiomics,7.888521778391331,4.2146058932013295,0.6573768148659442,0.3512171577667774
Patient,10.940975986205808,6.163951788069443,0.7293983990803872,0.4109301192046295
Procedural,79.56310098611874,11.145859440113762,8.840344554013194,1.2384288266793066
Electrocardiographic,1.6074012492841157,1.0315443243368994,0.8037006246420578,0.5157721621684497
