epoch,train_loss,validation_loss
1,0.9264158010482788,0.5341758332692647
2,0.933709979057312,0.5475199252386039
3,0.8956266641616821,0.5595937805400548
4,0.8264899253845215,0.5704240118968628
5,0.7740429639816284,0.5798553202172578
6,0.7645392417907715,0.5881974388301262
7,0.7594472169876099,0.5954998562969972
8,0.7606418132781982,0.6022148019693561
9,0.7143534421920776,0.6079820001859714
10,0.7074947953224182,0.6129500905872858
11,0.7048016786575317,0.6173422279278253
12,0.7247178554534912,0.6213253020424392
13,0.6939576864242554,0.6247880448590051
14,0.6977248787879944,0.6278717093903754
15,0.708640456199646,0.6307497096068964
16,0.6966317892074585,0.6333205838629147
