epoch,train_loss,validation_loss
1,0.7195931502750942,0.6634468778766193
2,0.697760956627982,0.6709827521825289
3,0.6895207422120231,0.6754082926853994
4,0.6883562292371478,0.6780306244220277
5,0.6862688149724688,0.6798438225911789
6,0.6839679905346462,0.6807965573564684
7,0.6839526295661926,0.681230477379574
8,0.6815229739461627,0.6816096113175413
9,0.6809346420424325,0.681364722098169
10,0.67928546667099,0.6805812933376869
11,0.6780358638082232,0.6798270813396106
12,0.6773267047745841,0.6796363982026432
13,0.6755047610827855,0.6796360984935875
14,0.6759497438158307,0.6799026151657122
15,0.6692956175122943,0.6799805302545855
16,0.6711484874997821,0.6806446937118811
