epoch,train_loss,validation_loss
1,0.7009242513078324,0.3834315240441579
2,0.6640824777014712,0.3813740188123277
3,0.6631653346913926,0.3810959852690482
4,0.6595569164194959,0.3811234664217309
5,0.6486995619662265,0.3826388284261619
6,0.6434133534735822,0.38189464655628
7,0.6423817993478572,0.3812001929782314
8,0.6173950154730614,0.3827025386039574
9,0.630158617141399,0.37881487212575704
10,0.6164726672020364,0.3789329184435874
11,0.5735118531800331,0.37611079387003765
12,0.5872817651388493,0.3815191816749819
13,0.5695034165648704,0.3809902387292466
14,0.5328526809177501,0.37819878514783256
15,0.5412516487722702,0.3761698591049101
16,0.5510844144415348,0.3781596135348
17,0.4889759483965153,0.3822149549389078
18,0.520196721750371,0.38751005869315575
19,0.5152419245940574,0.3871153493597075
20,0.4868960201026911,0.3953168087384213
21,0.4919535260092705,0.39658643059830223
22,0.44545743126977,0.4048137060560577
23,0.47783073109198126,0.4000535655327178
24,0.47592887979872683,0.3968915570261091
25,0.4723398859632459,0.3962388072670739
26,0.4561364998486131,0.39748446191193
