group,total_importance_mean,total_importance_std,average_per_feature_mean,average_per_feature_std
Radiomics,34.421023635551435,16.648697463591308,2.868418636295953,1.3873914552992759
Patient,43.501290024685574,14.299193681033108,2.900086001645705,0.9532795787355407
Procedural,19.778609938007403,4.39185981425773,2.1976233264452674,0.4879844238064143
Electrocardiographic,2.2990764017555856,1.1472151111219604,1.1495382008777928,0.5736075555609802
