feature,feature_pretty,group,raw_delta_log_loss,repeat_std_raw,importance_percent,baseline_test_log_loss
PREDILATION,Predilation,Procedural,-0.009297789825258463,0.009915468820481225,46.9601727225112,0.7832908743749851
DM,Diabetes Mellitus,Patient,0.0015201406639566261,0.00037323201158473917,7.677745946460088,0.7832908743749851
CABGPRE,CABG,Patient,0.0009746063538051519,0.00026905234509859877,4.9224260357890515,0.7832908743749851
CT_AnnScTot,Total Annular Calcification,Radiomics,0.000734438051470665,0.0007744778995047775,3.70941249471492,0.7832908743749851
model3,Model Size:26mm,Procedural,0.0007329642329838793,0.0004640594146792527,3.7019687073200847,0.7832908743749851
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.0006533794891668832,0.0010188413096680195,3.300011534060465,0.7832908743749851
PQADM,PQ Interval,Electrocardiographic,-0.0005030725590473573,0.00031322626436426794,2.540859140592898,0.7832908743749851
model4,Model Size:29mm,Procedural,0.00045785367601260953,0.0002501165619761629,2.312472975973205,0.7832908743749851
brand8,Brand: Evolut R,Procedural,-0.0004328874992712395,0.0002693717833636272,2.186376775259947,0.7832908743749851
CT_AnnScLCC,LCC Annular Calcification,Radiomics,-0.00040249371384235564,0.0002160671574368678,2.03286745312471,0.7832908743749851
nyha2,NYHA Class:2,Patient,0.0003921780213828052,0.00023984923790018026,1.9807661786544275,0.7832908743749851
model7,Model Size:25mm,Procedural,-0.000390148880265162,0.0005638844178192656,1.9705176336610775,0.7832908743749851
AGE,Age,Patient,-0.00031342505968383615,0.00025179282926057723,1.5830100717411277,0.7832908743749851
CT_AnnScRCC,RCC Annular Calcification,Radiomics,0.0002906766193711441,0.0004359098820769545,1.4681149508222098,0.7832908743749851
CT_AnnScNCC,NCC Annular Calcification,Radiomics,0.0002642418736575669,0.00022472240131357117,1.3346014763389618,0.7832908743749851
brand2,Brand: Sapien 3,Procedural,-0.00025840147520985737,0.0003760363053513054,1.305103485415608,0.7832908743749851
model8,Model Size:27mm,Procedural,-0.00024211873234796232,0.0005027551764418379,1.2228645413696158,0.7832908743749851
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.00021622545626092115,0.00010764246786354722,1.0920858573757215,0.7832908743749851
AFPRE,AF,Patient,-0.00021613504554081065,0.0002350918136109455,1.0916292216469998,0.7832908743749851
LVEFPRE,LVEF,Patient,0.0002025829831526993,0.00012407311204602485,1.0231820742654698,0.7832908743749851
BMI,BMI,Patient,0.0001752393125470153,7.497956228571863e-05,0.885077909873404,0.7832908743749851
QRSADM,QRS,Electrocardiographic,0.0001641294597855447,0.0004100386386225049,0.8289655848579454,0.7832908743749851
nyha3,NYHA Class:3,Patient,-0.00015933454266183755,9.242024220623082e-05,0.8047479868533405,0.7832908743749851
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,-0.00013012244205592438,0.0007144229827427593,0.6572069780950658,0.7832908743749851
CT_Area_Deri,Area-Derived Diameter,Patient,0.00012461912902974603,0.0004570376965540632,0.6294114981893671,0.7832908743749851
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,0.00010052044517963043,0.0002091440882285718,0.5076967275551362,0.7832908743749851
ECC_INDEX,Eccentricity Index,Patient,-8.659013753069545e-05,8.389619999864366e-05,0.4373391839274471,0.7832908743749851
CT_AnnMean,Mean Annulus Diameter,Patient,-7.190648638908393e-05,0.00014072802175921315,0.3631767424476509,0.7832908743749851
model2,Model Size: 23mm,Procedural,-7.010958875905971e-05,0.00013515465963874127,0.35410118528229384,0.7832908743749851
CT_ValScRCC,RCC Valvular Calcification,Radiomics,5.6090969722832897e-05,1.2062225935419334e-05,0.28329760898678485,0.7832908743749851
CT_ValScNCC,NCC Valvular Calcification,Radiomics,4.8067190762202115e-05,8.767986682469922e-05,0.24277205904857702,0.7832908743749851
CT_ValScLCC,LCC Valvular Calcification,Radiomics,4.0226994057412926e-05,8.324171362234703e-05,0.20317372456749735,0.7832908743749851
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,-3.273704794992671e-05,2.995375328758411e-05,0.16534439421047614,0.7832908743749851
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,-3.108005309708784e-05,5.838347951126293e-05,0.15697544137845595,0.7832908743749851
NTPROBNPPRE,NT-proBNP,Patient,9.059611845474436e-06,1.2008692896150084e-05,0.04575721166622105,0.7832908743749851
nyha4,NYHA Class:4,Patient,-2.765951158600899e-06,6.889559887871463e-05,0.013969937650888711,0.7832908743749851
SEX,Sex,Patient,9.49683433915105e-07,3.6990206080196734e-05,0.004796548311643638,0.7832908743749851
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.7832908743749851
