group,total_importance_mean,total_importance_std,average_per_feature_mean,average_per_feature_std
Radiomics,4.208150969608677,1.8239734333950295,0.35067924746738977,0.15199778611625245
Patient,93.85012942900217,1.6673691421959438,6.256675295266811,0.11115794281306311
Procedural,1.7204722250631093,0.18355756868332226,0.19116358056256771,0.020395285409258026
Electrocardiographic,0.22124737632604732,0.1309778932674693,0.11062368816302366,0.06548894663373465
