feature,feature_pretty,group,raw_delta_log_loss,repeat_std_raw,importance_percent,baseline_test_log_loss
model4,Model Size:29mm,Procedural,0.032350779990373967,0.011384617182664229,14.130517390665915,0.7323089494477776
PREDILATION,Predilation,Procedural,-0.030295264871333362,0.017409738063231525,13.232687658430015,0.7323089494477776
CT_AnnMean,Mean Annulus Diameter,Patient,-0.018032888900143963,0.02680514778454606,7.876596801785027,0.7323089494477776
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.015811052253105883,0.010486643114875014,6.906119385489892,0.7323089494477776
model7,Model Size:25mm,Procedural,0.015030116092706903,0.004726151004359466,6.5650137924006025,0.7323089494477776
BMI,BMI,Patient,0.012904398004008489,0.003020831788989849,5.636520061215643,0.7323089494477776
nyha4,NYHA Class:4,Patient,-0.012716289050332619,0.008182199782619673,5.554355833891054,0.7323089494477776
NTPROBNPPRE,NT-proBNP,Patient,-0.0125644776790254,0.0043682975466402115,5.488046050232181,0.7323089494477776
CT_ValScLCC,LCC Valvular Calcification,Radiomics,0.009206080900768377,0.010153271782172178,4.021129824594412,0.7323089494477776
model3,Model Size:26mm,Procedural,-0.008915092254436586,0.0036927707722279775,3.8940287120802415,0.7323089494477776
DM,Diabetes Mellitus,Patient,0.007496532421435509,0.01802034101227145,3.2744150769256555,0.7323089494477776
model2,Model Size: 23mm,Procedural,0.006648693923749738,0.01099269174685129,2.90408717016144,0.7323089494477776
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.006062813918547949,0.0071783278510578405,2.648180276886821,0.7323089494477776
model8,Model Size:27mm,Procedural,-0.0041708578439553,0.010803721999208999,1.821791601795763,0.7323089494477776
brand2,Brand: Sapien 3,Procedural,0.004119297608371752,0.03281726083404503,1.7992705743028576,0.7323089494477776
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,0.003973535558736874,0.001668993122143858,1.7356030776342262,0.7323089494477776
CT_Area_Deri,Area-Derived Diameter,Patient,0.0036529065117858694,0.0015133488914818977,1.5955553160271827,0.7323089494477776
nyha2,NYHA Class:2,Patient,-0.00262180522294011,0.0031453308354256362,1.1451799402894611,0.7323089494477776
CT_AnnScTot,Total Annular Calcification,Radiomics,0.002613913108921695,0.000669956937903182,1.1417327388798038,0.7323089494477776
CABGPRE,CABG,Patient,-0.00242734580675672,0.004134827894735812,1.0602418904812108,0.7323089494477776
AFPRE,AF,Patient,0.002278295288733112,0.004810264556998211,0.9951380216518642,0.7323089494477776
AGE,Age,Patient,0.002019884324056398,0.0030003865145000245,0.8822665350481542,0.7323089494477776
PQADM,PQ Interval,Electrocardiographic,0.001654726973651699,0.008841616709301208,0.7227692279736907,0.7323089494477776
ECC_INDEX,Eccentricity Index,Patient,0.0016115423938881657,0.003393529991822834,0.7039066084158693,0.7323089494477776
CT_AnnScLCC,LCC Annular Calcification,Radiomics,0.0015291461711722353,0.0017105567885240464,0.6679167108505223,0.7323089494477776
CT_AnnScNCC,NCC Annular Calcification,Radiomics,0.001487885203205641,0.0014576772551752972,0.6498943068905203,0.7323089494477776
QRSADM,QRS,Electrocardiographic,-0.0014762448375332804,0.003733056698545836,0.6448099043006617,0.7323089494477776
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,-0.0013012610196091012,0.0008409373207105871,0.5683786132159193,0.7323089494477776
CT_ValScRCC,RCC Valvular Calcification,Radiomics,-0.0011936451804408943,0.008151538333775082,0.5213730236341555,0.7323089494477776
CT_ValScNCC,NCC Valvular Calcification,Radiomics,0.0011699762175571226,0.002583537133519724,0.5110346425580986,0.7323089494477776
SEX,Sex,Patient,-0.0006811271142864728,0.003927382852139516,0.297509937520608,0.7323089494477776
nyha3,NYHA Class:3,Patient,-0.00042083548211451215,0.0043887672306720206,0.18381699298742774,0.7323089494477776
CT_AnnScRCC,RCC Annular Calcification,Radiomics,0.0003215319110374537,0.0023674915697448114,0.14044212417507973,0.7323089494477776
LVEFPRE,LVEF,Patient,-0.00010055401560007393,0.006309662728026672,0.04392105125628878,0.7323089494477776
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,7.11803136201672e-05,0.0033618117852169402,0.031090893628595927,0.7323089494477776
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,1.0664678826199924e-05,0.0007326424032115961,0.004658231723140057,0.7323089494477776
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.7323089494477776
brand8,Brand: Evolut R,Procedural,0.0,0.0,0.0,0.7323089494477776
