epoch,train_loss,validation_loss
1,0.61225625872612,0.1855399121935349
2,0.7551295161247253,0.18839085339817396
3,0.6027869880199432,0.19137558919418995
4,0.5664198994636536,0.19391198062702322
5,0.5535916537046432,0.19536390301100195
6,0.520994022488594,0.1958694457577437
7,0.5238557606935501,0.1962508367807989
8,0.5169803351163864,0.19655492784111114
9,0.46838490664958954,0.19673717903473875
10,0.505732998251915,0.19740761395578965
11,0.38731061667203903,0.20045029270800438
12,0.3693845272064209,0.20691355056351404
13,0.3394096717238426,0.21390795812438754
14,0.3716496005654335,0.21746110763082968
15,0.29307958483695984,0.22184748795787854
16,0.3398703411221504,0.2253438334044582
