feature,feature_pretty,group,raw_delta_log_loss,repeat_std_raw,importance_percent,baseline_test_log_loss
CT_AnnScLCC,LCC Annular Calcification,Radiomics,-0.004135334638629917,0.002315693781464264,11.40346684041778,0.7098324800540456
CT_AnnScTot,Total Annular Calcification,Radiomics,-0.004109569358597587,0.003069819039207879,11.332417326374074,0.7098324800540456
nyha4,NYHA Class:4,Patient,-0.003100976333572625,0.0025799033249723023,8.551153384900314,0.7098324800540456
LVEFPRE,LVEF,Patient,0.0026686305083000626,0.0020839933716067568,7.358930333340412,0.7098324800540456
model7,Model Size:25mm,Procedural,0.002401684770116308,0.0012796826275772665,6.6228092839982375,0.7098324800540456
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,-0.0023755101805151167,0.00187797832356431,6.550631070948564,0.7098324800540456
model3,Model Size:26mm,Procedural,-0.0022403901304305363,0.0032146939993804866,6.17802833253376,0.7098324800540456
CT_AnnScNCC,NCC Annular Calcification,Radiomics,-0.0019886225842705497,0.0015023970609802707,5.48376218117824,0.7098324800540456
ECC_INDEX,Eccentricity Index,Patient,-0.0016223053177244484,0.002607411564792782,4.4736173761825,0.7098324800540456
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,0.001554650010201475,0.0026737132138923833,4.287053259046842,0.7098324800540456
CT_ValvScTot,Total Valvular Calcification,Radiomics,-0.001077829974193989,0.00041913187244329366,2.9721895431421848,0.7098324800540456
brand2,Brand: Sapien 3,Procedural,-0.0009158871685895243,0.0007021699449356487,2.525621230023377,0.7098324800540456
NTPROBNPPRE,NT-proBNP,Patient,0.0008661401421730774,0.007291814342052639,2.3884404174114895,0.7098324800540456
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.0008266637829595691,0.0018113140414460062,2.279581668940094,0.7098324800540456
CT_ValScRCC,RCC Valvular Calcification,Radiomics,-0.000801500568222191,0.0002915917282726338,2.2101923909417667,0.7098324800540456
nyha2,NYHA Class:2,Patient,-0.0007669754068651668,0.0013931549080599501,2.1149869076860424,0.7098324800540456
model4,Model Size:29mm,Procedural,-0.0005582652234286112,0.00012559407299784145,1.5394543658105915,0.7098324800540456
PQADM,PQ Interval,Electrocardiographic,0.0005505586728203005,0.00021948186047084428,1.5182030277701497,0.7098324800540456
AGE,Age,Patient,0.0005474160133357886,0.000617866182966838,1.5095369302583344,0.7098324800540456
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,-0.0005394958618305523,0.0006853106667438081,1.487696573200563,0.7098324800540456
CT_Area_Deri,Area-Derived Diameter,Patient,-0.0005348819667945426,0.0005398538534004768,1.4749734434792552,0.7098324800540456
QRSADM,QRS,Electrocardiographic,-0.0004849041742390092,0.0009760648374321656,1.3371562775260002,0.7098324800540456
CT_AnnMean,Mean Annulus Diameter,Patient,-0.00031506152125377885,0.0006317605571312395,0.8688035973551542,0.7098324800540456
DM,Diabetes Mellitus,Patient,0.00021431465139853945,0.00013803040289921435,0.590987243888113,0.7098324800540456
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,-0.0001927155034223027,0.0002468350039025822,0.5314261226604737,0.7098324800540456
model8,Model Size:27mm,Procedural,-0.00016854589108572515,0.00029780545311767104,0.46477677093661185,0.7098324800540456
CT_ValScNCC,NCC Valvular Calcification,Radiomics,0.0001418028266754634,0.0008533623145464776,0.3910309498935499,0.7098324800540456
BMI,BMI,Patient,0.0001402055995863849,0.0002580033469087577,0.386626487440432,0.7098324800540456
CT_AnnScRCC,RCC Annular Calcification,Radiomics,9.153661997103324e-05,0.00036750375802168067,0.25241846228663023,0.7098324800540456
model2,Model Size: 23mm,Procedural,-8.131958981238974e-05,0.0005321724005210923,0.22424430594792086,0.7098324800540456
nyha3,NYHA Class:3,Patient,-7.064102549185769e-05,0.0005776991806681158,0.19479743773200295,0.7098324800540456
SEX,Sex,Patient,6.442608571279873e-05,0.00023083700855706547,0.1776593181168095,0.7098324800540456
CABGPRE,CABG,Patient,4.718314089449116e-05,0.00018117530247758687,0.13011072371046434,0.7098324800540456
AFPRE,AF,Patient,-4.6011651368682574e-05,0.00022892687449882425,0.12688026157647825,0.7098324800540456
PREDILATION,Predilation,Procedural,1.759413386475117e-05,0.00030996904380251825,0.04851702211432975,0.7098324800540456
CT_ValScLCC,LCC Valvular Calcification,Radiomics,-4.286070495918004e-06,0.000997025310014532,0.011819131230474528,0.7098324800540456
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.7098324800540456
brand8,Brand: Evolut R,Procedural,0.0,0.0,0.0,0.7098324800540456
