group,total_importance_mean,total_importance_std,average_per_feature_mean,average_per_feature_std
Radiomics,14.125473776695767,4.071917439421176,1.177122814724647,0.33932645328509803
Patient,31.704275320802356,6.233688624329954,2.113618354720157,0.41557924162199694
Procedural,50.450505829296404,4.953241003714399,5.605611758810713,0.5503601115238222
Electrocardiographic,3.719745073205471,1.6887832037698955,1.8598725366027355,0.8443916018849478
