feature,feature_pretty,group,raw_delta_log_loss,repeat_std_raw,importance_percent,baseline_test_log_loss
brand2,Brand: Sapien 3,Procedural,0.019806659176330642,0.03565984150863912,26.159182606644197,0.7065133900196059
model7,Model Size:25mm,Procedural,0.009912028451937904,0.009587998491944697,13.091080124524678,0.7065133900196059
model4,Model Size:29mm,Procedural,0.00908698821873637,0.0025640257720073085,12.001427501838133,0.7065133900196059
CT_LVOTScTot,Total LVOT Calcification,Radiomics,0.006035416816376138,0.006924411871844916,7.971135828674542,0.7065133900196059
NTPROBNPPRE,NT-proBNP,Patient,-0.004673593617831662,0.0017179777121841867,6.172539638800136,0.7065133900196059
CT_AnnScNCC,NCC Annular Calcification,Radiomics,-0.002766773863949257,0.0013343984604866463,3.65415197454554,0.7065133900196059
AGE,Age,Patient,0.002746814121379204,0.005999196585518983,3.627790610621251,0.7065133900196059
PREDILATION,Predilation,Procedural,-0.0024645446427602248,0.01217213049606029,3.254989787941367,0.7065133900196059
AFPRE,AF,Patient,-0.0017932779879459293,0.001250382175814439,2.3684300281802333,0.7065133900196059
nyha2,NYHA Class:2,Patient,-0.0016714326700435933,0.0013635041048533209,2.2075056697411886,0.7065133900196059
LVEFPRE,LVEF,Patient,-0.0016093555394553149,0.0011651089129247245,2.12551874906474,0.7065133900196059
model8,Model Size:27mm,Procedural,0.0014248919566518304,0.002096492652219847,1.88189277944142,0.7065133900196059
CT_AnnScLCC,LCC Annular Calcification,Radiomics,-0.001191662514826608,0.0006594158523665413,1.573860440234886,0.7065133900196059
model3,Model Size:26mm,Procedural,0.0011318562525022724,0.0017107456203394704,1.4948727157915458,0.7065133900196059
BMI,BMI,Patient,0.000944126204571405,0.003363858156768592,1.2469326386256696,0.7065133900196059
CT_LVOTScLCC,LCC LVOT Calficication,Radiomics,-0.0009365376304962369,0.0006948338805225705,1.236910206614844,0.7065133900196059
PQADM,PQ Interval,Electrocardiographic,-0.0008771937884662018,0.004073970871621318,1.1585332129773371,0.7065133900196059
CT_ValvScTot,Total Valvular Calcification,Radiomics,0.0008713343757415837,0.0007258712861461168,1.1507945304430232,0.7065133900196059
CT_LVOTScRCC,RCC LVOT Calcification,Radiomics,-0.0007716463100086779,0.001020824258845198,1.0191338454181322,0.7065133900196059
CABGPRE,CABG,Patient,-0.0007499082409679669,0.002350738943097935,0.9904237983329911,0.7065133900196059
CT_LVOTScNCC,NCC LVOT Calcification,Radiomics,-0.0005485544901367101,0.0015361290664999059,0.7244905336852077,0.7065133900196059
ECC_INDEX,Eccentricity Index,Patient,-0.00045990858441504747,0.00035950691139172744,0.607413523652366,0.7065133900196059
CT_ValScNCC,NCC Valvular Calcification,Radiomics,0.0004597639550484089,0.00012161642918454471,0.6072225077935834,0.7065133900196059
CT_ValScLCC,LCC Valvular Calcification,Radiomics,-0.00043505702039288164,0.0012917881481161893,0.5745914007729345,0.7065133900196059
DM,Diabetes Mellitus,Patient,-0.00041102336492082614,0.0007139463665278557,0.5428495115122769,0.7065133900196059
SEX,Sex,Patient,-0.00035485798642387323,0.0003860617885327675,0.46867039936655724,0.7065133900196059
CT_AnnScTot,Total Annular Calcification,Radiomics,0.00034423807136529927,0.0010595805891943089,0.4546443945360064,0.7065133900196059
CT_ValScRCC,RCC Valvular Calcification,Radiomics,0.0002855909707687454,0.0008000290171793433,0.37718760587732963,0.7065133900196059
QRSADM,QRS,Electrocardiographic,0.0002812967064786953,0.0020710402666557644,0.37151605659056985,0.7065133900196059
CT_Peri_Deri,Perimeter-Derived Diameter,Patient,-0.00023337831034204727,0.0006371867886696221,0.30822895382393795,0.7065133900196059
model2,Model Size: 23mm,Procedural,-0.00015075375000275226,0.0014582800429471993,0.19910449510188272,0.7065133900196059
nyha4,NYHA Class:4,Patient,0.00014297000861855923,0.0004214525207815805,0.18882430042496695,0.7065133900196059
CT_AnnMean,Mean Annulus Diameter,Patient,-5.606407476270725e-05,0.0002748071745547132,0.07404531760423366,0.7065133900196059
CT_AnnScRCC,RCC Annular Calcification,Radiomics,-4.552715685377517e-05,0.00046123074782848184,0.06012892932102608,0.7065133900196059
nyha3,NYHA Class:3,Patient,3.8450113434951305e-05,0.0012194210228447697,0.05078208947993885,0.7065133900196059
CT_Area_Deri,Area-Derived Diameter,Patient,-2.417829611567335e-06,0.00022055278556601602,0.003193292001324721,0.7065133900196059
model1,Model Size: 20mm,Procedural,0.0,0.0,0.0,0.7065133900196059
brand8,Brand: Evolut R,Procedural,0.0,0.0,0.0,0.7065133900196059
